"Busco id"	Status	Sequence	Score	Length
271742at33208	Complete	Physalia_physalis@346420	400.3	309
273040at33208	Complete	Physalia_physalis@350242	172.9	138
273367at33208	Complete	Physalia_physalis@386468	132.6	214
273989at33208	Fragmented	Physalia_physalis@320790	430.1	311
274044at33208	Complete	Physalia_physalis@317685	441.0	410
274064at33208	Complete	Physalia_physalis@322514	111.5	258
274769at33208	Complete	Physalia_physalis@311709	545.6	393
274992at33208	Fragmented	Physalia_physalis@359443	365.7	198
277935at33208	Fragmented	Physalia_physalis@387338	273.6	266
278227at33208	Complete	Physalia_physalis@375364	398.0	347
279992at33208	Complete	Physalia_physalis@314610	241.4	213
280914at33208	Complete	Physalia_physalis@374541	356.1	448
281693at33208	Complete	Physalia_physalis@333357	519.0	372
283637at33208	Complete	Physalia_physalis@382326	649.5	362
284059at33208	Complete	Physalia_physalis@346191	336.4	270
285146at33208	Complete	Physalia_physalis@381265	442.3	312
285902at33208	Complete	Physalia_physalis@318357	413.8	404
285966at33208	Complete	Physalia_physalis@315373	329.4	382
286553at33208	Complete	Physalia_physalis@329868	278.8	282
289235at33208	Fragmented	Physalia_physalis@347494	98.3	106
289928at33208	Complete	Physalia_physalis@357222	68.7	312
291505at33208	Duplicated	Physalia_physalis@369554	453.2	304
291505at33208	Duplicated	Physalia_physalis@327193	402.6	259
291875at33208	Complete	Physalia_physalis@308752	443.1	510
295556at33208	Complete	Physalia_physalis@310479	303.1	507
295775at33208	Complete	Physalia_physalis@343439	265.6	262
300303at33208	Complete	Physalia_physalis@387128	337.0	375
301572at33208	Complete	Physalia_physalis@385025	572.0	407
302186at33208	Fragmented	Physalia_physalis@329828	37.5	134
302279at33208	Complete	Physalia_physalis@357758	510.4	303
302921at33208	Fragmented	Physalia_physalis@359385	40.6	84
305260at33208	Fragmented	Physalia_physalis@311297	236.1	132
306101at33208	Complete	Physalia_physalis@387704	338.9	271
307109at33208	Complete	Physalia_physalis@351755	461.6	343
308610at33208	Duplicated	Physalia_physalis@346200	549.0	363
308610at33208	Duplicated	Physalia_physalis@378477	545.6	363
311438at33208	Complete	Physalia_physalis@377878	333.3	228
311758at33208	Fragmented	Physalia_physalis@311020	433.7	270
311761at33208	Complete	Physalia_physalis@308167	213.6	368
312577at33208	Complete	Physalia_physalis@362878	300.3	317
313091at33208	Duplicated	Physalia_physalis@357645	455.5	341
313091at33208	Duplicated	Physalia_physalis@323095	441.5	301
315044at33208	Complete	Physalia_physalis@354680	296.2	240
315393at33208	Complete	Physalia_physalis@316866	514.1	329
317470at33208	Complete	Physalia_physalis@311316	373.1	286
318483at33208	Duplicated	Physalia_physalis@369528	406.9	315
318483at33208	Duplicated	Physalia_physalis@322390	403.9	316
318532at33208	Duplicated	Physalia_physalis@309374	619.9	336
318532at33208	Duplicated	Physalia_physalis@311478	617.5	336
319574at33208	Duplicated	Physalia_physalis@314288	289.4	237
319574at33208	Duplicated	Physalia_physalis@325032	279.6	240
320390at33208	Fragmented	Physalia_physalis@310590	145.8	176
321332at33208	Complete	Physalia_physalis@313746	169.4	275
323399at33208	Complete	Physalia_physalis@345699	355.5	295
323473at33208	Complete	Physalia_physalis@345612	491.9	285
324249at33208	Complete	Physalia_physalis@347409	292.9	354
325183at33208	Duplicated	Physalia_physalis@380307	554.6	341
325183at33208	Duplicated	Physalia_physalis@365722	518.2	316
327301at33208	Complete	Physalia_physalis@386075	243.5	249
331112at33208	Duplicated	Physalia_physalis@368296	539.9	395
331112at33208	Duplicated	Physalia_physalis@338798	489.5	335
332870at33208	Complete	Physalia_physalis@321509	252.8	259
333062at33208	Complete	Physalia_physalis@332640	553.6	430
333800at33208	Complete	Physalia_physalis@378728	311.2	425
334331at33208	Complete	Physalia_physalis@350781	640.7	499
334336at33208	Complete	Physalia_physalis@336006	150.7	243
334342at33208	Fragmented	Physalia_physalis@351668	154.9	224
334764at33208	Complete	Physalia_physalis@325015	335.0	257
334820at33208	Complete	Physalia_physalis@357168	418.5	310
335107at33208	Duplicated	Physalia_physalis@326799	313.9	267
335107at33208	Duplicated	Physalia_physalis@362211	312.7	265
338191at33208	Duplicated	Physalia_physalis@349059	789.6	491
338191at33208	Duplicated	Physalia_physalis@387713	720.9	362
338482at33208	Complete	Physalia_physalis@376554	311.6	295
339127at33208	Fragmented	Physalia_physalis@309723	159.9	160
339319at33208	Complete	Physalia_physalis@334688	199.0	225
340558at33208	Complete	Physalia_physalis@330104	510.9	333
340577at33208	Complete	Physalia_physalis@355495	389.0	384
344338at33208	Fragmented	Physalia_physalis@335967	139.3	146
344442at33208	Complete	Physalia_physalis@306800	187.6	190
344581at33208	Complete	Physalia_physalis@347338	222.4	163
345099at33208	Fragmented	Physalia_physalis@384041	362.1	311
345959at33208	Complete	Physalia_physalis@337909	166.2	212
347600at33208	Complete	Physalia_physalis@335823	372.3	241
348449at33208	Complete	Physalia_physalis@355447	190.9	201
348544at33208	Complete	Physalia_physalis@309690	442.7	325
348761at33208	Complete	Physalia_physalis@360080	353.2	231
349064at33208	Complete	Physalia_physalis@322713	371.5	240
349627at33208	Complete	Physalia_physalis@343231	244.5	257
351226at33208	Complete	Physalia_physalis@381535	148.8	230
352600at33208	Complete	Physalia_physalis@356469	496.1	298
352854at33208	Fragmented	Physalia_physalis@373370	235.7	141
353286at33208	Complete	Physalia_physalis@361067	319.1	322
353768at33208	Duplicated	Physalia_physalis@323533	315.0	315
353768at33208	Duplicated	Physalia_physalis@363100	291.5	322
354829at33208	Fragmented	Physalia_physalis@329901	186.0	101
354949at33208	Fragmented	Physalia_physalis@381231	250.1	181
355210at33208	Fragmented	Physalia_physalis@320180	289.7	238
355739at33208	Complete	Physalia_physalis@363842	252.9	246
356175at33208	Complete	Physalia_physalis@306580	213.6	261
356334at33208	Fragmented	Physalia_physalis@320295	311.5	256
356503at33208	Complete	Physalia_physalis@310834	357.5	263
357580at33208	Complete	Physalia_physalis@379361	373.4	252
359075at33208	Complete	Physalia_physalis@309206	425.6	382
359324at33208	Complete	Physalia_physalis@324923	253.4	209
359369at33208	Complete	Physalia_physalis@349363	333.4	258
360753at33208	Complete	Physalia_physalis@310302	295.8	210
361100at33208	Fragmented	Physalia_physalis@349771	230.2	131
361203at33208	Complete	Physalia_physalis@348814	451.6	305
363634at33208	Complete	Physalia_physalis@312429	156.1	199
363840at33208	Complete	Physalia_physalis@314586	251.3	323
363851at33208	Complete	Physalia_physalis@309745	341.2	307
364383at33208	Duplicated	Physalia_physalis@372397	419.6	324
364383at33208	Duplicated	Physalia_physalis@388300	414.6	311
364694at33208	Duplicated	Physalia_physalis@334560	707.3	444
364694at33208	Duplicated	Physalia_physalis@334562	698.0	542
365323at33208	Complete	Physalia_physalis@359272	374.0	296
365561at33208	Complete	Physalia_physalis@386452	589.0	360
365691at33208	Fragmented	Physalia_physalis@345163	242.4	155
366124at33208	Complete	Physalia_physalis@355844	206.5	160
366814at33208	Complete	Physalia_physalis@333240	473.8	284
366936at33208	Complete	Physalia_physalis@341247	263.8	217
367493at33208	Complete	Physalia_physalis@338628	357.4	325
367551at33208	Complete	Physalia_physalis@320753	589.3	380
367596at33208	Fragmented	Physalia_physalis@339081	263.4	187
367957at33208	Complete	Physalia_physalis@338502	366.0	230
368565at33208	Complete	Physalia_physalis@357998	445.8	245
371241at33208	Complete	Physalia_physalis@388866	226.6	175
371297at33208	Complete	Physalia_physalis@361822	515.5	298
371526at33208	Complete	Physalia_physalis@309100	484.6	247
372257at33208	Complete	Physalia_physalis@358237	253.0	208
372707at33208	Complete	Physalia_physalis@385916	378.2	245
373040at33208	Fragmented	Physalia_physalis@350371	330.5	165
376982at33208	Duplicated	Physalia_physalis@309559	488.9	250
376982at33208	Duplicated	Physalia_physalis@310971	478.8	250
378033at33208	Complete	Physalia_physalis@348047	219.8	397
378316at33208	Complete	Physalia_physalis@370718	489.0	276
378768at33208	Complete	Physalia_physalis@313701	472.2	257
379076at33208	Complete	Physalia_physalis@367615	183.8	196
379636at33208	Complete	Physalia_physalis@374333	332.3	296
379771at33208	Complete	Physalia_physalis@359524	278.9	261
380583at33208	Complete	Physalia_physalis@343293	476.1	272
381303at33208	Complete	Physalia_physalis@345076	168.9	259
382000at33208	Complete	Physalia_physalis@369470	141.0	274
382262at33208	Duplicated	Physalia_physalis@366644	65.0	121
382262at33208	Duplicated	Physalia_physalis@366637	58.9	194
382750at33208	Complete	Physalia_physalis@320503	314.4	295
383313at33208	Complete	Physalia_physalis@371122	234.3	222
384187at33208	Fragmented	Physalia_physalis@312982	502.5	283
386666at33208	Complete	Physalia_physalis@346956	187.7	214
387079at33208	Duplicated	Physalia_physalis@371787	239.2	201
387079at33208	Duplicated	Physalia_physalis@372865	235.1	227
387117at33208	Complete	Physalia_physalis@333727	133.8	212
387878at33208	Duplicated	Physalia_physalis@372705	254.4	254
387878at33208	Duplicated	Physalia_physalis@371489	253.7	279
389367at33208	Fragmented	Physalia_physalis@387437	234.5	154
389527at33208	Complete	Physalia_physalis@355228	709.7	571
389570at33208	Complete	Physalia_physalis@386178	281.1	198
389591at33208	Fragmented	Physalia_physalis@386967	124.7	150
390192at33208	Fragmented	Physalia_physalis@360492	325.6	246
390402at33208	Complete	Physalia_physalis@322530	323.9	236
391896at33208	Duplicated	Physalia_physalis@379366	403.2	261
391896at33208	Duplicated	Physalia_physalis@379368	353.6	236
393219at33208	Duplicated	Physalia_physalis@361851	206.7	274
393219at33208	Duplicated	Physalia_physalis@349682	201.2	177
393291at33208	Duplicated	Physalia_physalis@386351	109.4	195
393291at33208	Duplicated	Physalia_physalis@330998	107.9	194
393291at33208	Duplicated	Physalia_physalis@349146	96.7	259
393419at33208	Complete	Physalia_physalis@320146	403.6	426
393895at33208	Duplicated	Physalia_physalis@318844	680.4	425
393895at33208	Duplicated	Physalia_physalis@309416	631.0	362
395147at33208	Complete	Physalia_physalis@385840	275.1	255
395183at33208	Complete	Physalia_physalis@383963	297.9	173
395556at33208	Complete	Physalia_physalis@368606	280.9	235
395919at33208	Complete	Physalia_physalis@345481	284.2	208
396237at33208	Duplicated	Physalia_physalis@359317	337.4	270
396237at33208	Duplicated	Physalia_physalis@316162	323.5	269
397019at33208	Complete	Physalia_physalis@330348	569.0	317
397659at33208	Complete	Physalia_physalis@320680	320.0	376
398013at33208	Complete	Physalia_physalis@321068	447.4	278
398202at33208	Complete	Physalia_physalis@314671	210.7	229
398607at33208	Complete	Physalia_physalis@319709	333.6	219
399092at33208	Complete	Physalia_physalis@370569	270.6	177
399439at33208	Complete	Physalia_physalis@333504	173.8	176
400042at33208	Complete	Physalia_physalis@309386	275.7	303
401196at33208	Complete	Physalia_physalis@349736	123.7	155
401220at33208	Fragmented	Physalia_physalis@335494	247.3	129
401779at33208	Complete	Physalia_physalis@386514	405.7	274
403171at33208	Duplicated	Physalia_physalis@322714	323.1	300
403171at33208	Duplicated	Physalia_physalis@388380	303.9	357
403817at33208	Complete	Physalia_physalis@387003	49.3	103
404988at33208	Complete	Physalia_physalis@370604	278.8	342
405257at33208	Fragmented	Physalia_physalis@382392	45.7	84
406927at33208	Fragmented	Physalia_physalis@360598	58.7	68
407472at33208	Complete	Physalia_physalis@387982	457.1	385
409006at33208	Complete	Physalia_physalis@333729	202.9	212
409186at33208	Fragmented	Physalia_physalis@310199	365.2	354
411515at33208	Complete	Physalia_physalis@345799	350.6	260
411664at33208	Complete	Physalia_physalis@338024	106.1	165
411755at33208	Complete	Physalia_physalis@381274	440.0	409
412370at33208	Complete	Physalia_physalis@315854	112.7	143
412542at33208	Fragmented	Physalia_physalis@336360	206.7	120
412930at33208	Complete	Physalia_physalis@339552	349.1	312
413334at33208	Complete	Physalia_physalis@382189	195.4	202
414001at33208	Duplicated	Physalia_physalis@344419	458.1	276
414001at33208	Duplicated	Physalia_physalis@347136	445.4	276
414571at33208	Duplicated	Physalia_physalis@375670	108.8	207
414571at33208	Duplicated	Physalia_physalis@375675	105.6	216
414571at33208	Duplicated	Physalia_physalis@349558	100.3	202
414579at33208	Complete	Physalia_physalis@338694	339.9	244
414603at33208	Complete	Physalia_physalis@366962	226.2	473
415618at33208	Fragmented	Physalia_physalis@309628	59.1	97
416175at33208	Complete	Physalia_physalis@352632	219.6	180
418979at33208	Fragmented	Physalia_physalis@326138	144.8	101
419502at33208	Complete	Physalia_physalis@322230	305.1	209
419914at33208	Complete	Physalia_physalis@377000	267.3	255
421396at33208	Duplicated	Physalia_physalis@336133	372.0	237
421396at33208	Duplicated	Physalia_physalis@360883	326.8	228
421685at33208	Complete	Physalia_physalis@347408	138.6	202
421732at33208	Complete	Physalia_physalis@382122	187.2	278
422158at33208	Complete	Physalia_physalis@317170	429.7	296
422751at33208	Complete	Physalia_physalis@306585	510.7	343
423799at33208	Complete	Physalia_physalis@312689	184.7	196
423848at33208	Complete	Physalia_physalis@345287	173.4	229
424392at33208	Fragmented	Physalia_physalis@343198	291.7	173
424569at33208	Complete	Physalia_physalis@344966	246.2	159
427349at33208	Complete	Physalia_physalis@380283	373.5	242
427789at33208	Complete	Physalia_physalis@312953	527.4	393
428202at33208	Duplicated	Physalia_physalis@367274	174.3	337
428202at33208	Duplicated	Physalia_physalis@365187	160.2	281
428754at33208	Complete	Physalia_physalis@384711	223.9	204
429011at33208	Complete	Physalia_physalis@312435	123.7	112
429274at33208	Complete	Physalia_physalis@372702	236.3	222
429751at33208	Fragmented	Physalia_physalis@331755	87.5	196
432050at33208	Duplicated	Physalia_physalis@306634	410.4	243
432050at33208	Duplicated	Physalia_physalis@314997	366.4	243
432050at33208	Duplicated	Physalia_physalis@351792	351.9	241
432155at33208	Fragmented	Physalia_physalis@388889	145.9	95
432522at33208	Complete	Physalia_physalis@344293	122.4	323
433216at33208	Duplicated	Physalia_physalis@368684	357.5	254
433216at33208	Duplicated	Physalia_physalis@316100	354.4	239
433606at33208	Fragmented	Physalia_physalis@328067	159.0	164
434068at33208	Fragmented	Physalia_physalis@330602	393.9	289
434863at33208	Complete	Physalia_physalis@326424	338.5	245
435678at33208	Complete	Physalia_physalis@362002	337.4	342
435921at33208	Complete	Physalia_physalis@311309	165.5	106
435939at33208	Complete	Physalia_physalis@351906	179.8	163
436007at33208	Duplicated	Physalia_physalis@327176	610.7	409
436007at33208	Duplicated	Physalia_physalis@313176	599.4	409
436098at33208	Complete	Physalia_physalis@335561	153.7	162
436539at33208	Duplicated	Physalia_physalis@388548	245.9	194
436539at33208	Duplicated	Physalia_physalis@308878	238.9	199
437653at33208	Complete	Physalia_physalis@350364	157.2	134
438133at33208	Duplicated	Physalia_physalis@316664	517.5	302
438133at33208	Duplicated	Physalia_physalis@308448	507.3	302
438433at33208	Duplicated	Physalia_physalis@331462	338.3	202
438433at33208	Duplicated	Physalia_physalis@309006	334.1	202
438433at33208	Duplicated	Physalia_physalis@354723	298.0	200
438453at33208	Complete	Physalia_physalis@351274	405.4	243
439736at33208	Complete	Physalia_physalis@354095	500.3	372
440195at33208	Duplicated	Physalia_physalis@367707	287.6	208
440195at33208	Duplicated	Physalia_physalis@387452	287.4	203
440493at33208	Fragmented	Physalia_physalis@342572	163.1	173
441575at33208	Complete	Physalia_physalis@351291	326.4	439
442169at33208	Duplicated	Physalia_physalis@364769	349.9	325
442169at33208	Duplicated	Physalia_physalis@336613	340.4	283
442203at33208	Complete	Physalia_physalis@377751	444.3	345
442823at33208	Complete	Physalia_physalis@365898	338.8	336
443305at33208	Complete	Physalia_physalis@369713	367.0	410
443518at33208	Fragmented	Physalia_physalis@361854	183.4	125
443659at33208	Duplicated	Physalia_physalis@373335	156.9	127
443659at33208	Duplicated	Physalia_physalis@358746	144.3	111
443928at33208	Fragmented	Physalia_physalis@379510	276.9	215
444160at33208	Complete	Physalia_physalis@313822	241.2	169
444231at33208	Complete	Physalia_physalis@316161	132.6	125
445031at33208	Complete	Physalia_physalis@306702	183.1	223
445091at33208	Duplicated	Physalia_physalis@350108	153.7	207
445091at33208	Duplicated	Physalia_physalis@380679	142.1	168
446000at33208	Complete	Physalia_physalis@340507	236.5	146
446031at33208	Complete	Physalia_physalis@346412	327.0	240
447320at33208	Complete	Physalia_physalis@385111	129.1	150
447400at33208	Fragmented	Physalia_physalis@337306	28.4	86
448196at33208	Duplicated	Physalia_physalis@386654	375.2	219
448196at33208	Duplicated	Physalia_physalis@372328	340.9	175
448514at33208	Fragmented	Physalia_physalis@317725	181.1	145
449139at33208	Complete	Physalia_physalis@341083	453.7	317
449189at33208	Complete	Physalia_physalis@386043	543.5	400
450643at33208	Fragmented	Physalia_physalis@349509	134.9	144
450785at33208	Complete	Physalia_physalis@357366	125.9	92
451242at33208	Complete	Physalia_physalis@347770	237.3	198
451957at33208	Complete	Physalia_physalis@363232	407.8	276
452208at33208	Complete	Physalia_physalis@371939	220.7	178
452499at33208	Complete	Physalia_physalis@359633	338.1	280
453049at33208	Fragmented	Physalia_physalis@330951	128.4	113
453052at33208	Complete	Physalia_physalis@309995	386.5	325
453056at33208	Complete	Physalia_physalis@363010	377.3	340
453687at33208	Complete	Physalia_physalis@335408	345.3	267
454911at33208	Complete	Physalia_physalis@380465	330.0	369
455512at33208	Complete	Physalia_physalis@372411	180.1	180
455941at33208	Complete	Physalia_physalis@324244	242.4	207
456998at33208	Complete	Physalia_physalis@354610	194.6	171
457777at33208	Fragmented	Physalia_physalis@351216	201.6	120
458807at33208	Duplicated	Physalia_physalis@334202	393.3	270
458807at33208	Duplicated	Physalia_physalis@337257	385.5	249
458974at33208	Complete	Physalia_physalis@312682	141.1	156
458988at33208	Complete	Physalia_physalis@362696	293.9	250
459253at33208	Complete	Physalia_physalis@373998	245.8	174
460518at33208	Complete	Physalia_physalis@388649	277.6	193
461123at33208	Complete	Physalia_physalis@369207	179.1	210
461193at33208	Complete	Physalia_physalis@356815	214.1	209
462325at33208	Complete	Physalia_physalis@349272	370.2	294
462897at33208	Fragmented	Physalia_physalis@385987	212.3	137
463071at33208	Complete	Physalia_physalis@366808	222.8	218
464204at33208	Complete	Physalia_physalis@377145	364.6	296
464243at33208	Complete	Physalia_physalis@336553	60.8	110
464312at33208	Complete	Physalia_physalis@362670	214.7	279
464987at33208	Complete	Physalia_physalis@372790	266.5	165
465092at33208	Complete	Physalia_physalis@358512	322.4	219
465401at33208	Duplicated	Physalia_physalis@370439	253.6	199
465401at33208	Duplicated	Physalia_physalis@380630	225.9	183
465512at33208	Fragmented	Physalia_physalis@353665	315.2	264
465651at33208	Complete	Physalia_physalis@364179	122.3	157
465703at33208	Complete	Physalia_physalis@386909	266.6	201
465933at33208	Duplicated	Physalia_physalis@371394	287.3	225
465933at33208	Duplicated	Physalia_physalis@361317	277.7	221
466616at33208	Complete	Physalia_physalis@361362	477.9	578
466942at33208	Fragmented	Physalia_physalis@356554	55.2	130
467106at33208	Complete	Physalia_physalis@372913	323.6	254
467142at33208	Complete	Physalia_physalis@378595	279.8	312
467744at33208	Fragmented	Physalia_physalis@343814	218.3	198
468248at33208	Complete	Physalia_physalis@333797	411.8	268
468631at33208	Complete	Physalia_physalis@322237	159.1	175
468710at33208	Complete	Physalia_physalis@341593	130.5	168
468757at33208	Complete	Physalia_physalis@368321	239.6	171
469367at33208	Complete	Physalia_physalis@384293	192.4	193
470523at33208	Complete	Physalia_physalis@339360	253.4	195
471608at33208	Complete	Physalia_physalis@332131	316.6	216
471787at33208	Complete	Physalia_physalis@351455	366.0	292
472313at33208	Duplicated	Physalia_physalis@364798	371.9	258
472313at33208	Duplicated	Physalia_physalis@380359	366.9	253
472352at33208	Complete	Physalia_physalis@339341	184.7	221
473106at33208	Complete	Physalia_physalis@388193	344.9	221
474144at33208	Duplicated	Physalia_physalis@334106	237.7	200
474144at33208	Duplicated	Physalia_physalis@370756	231.0	212
474302at33208	Complete	Physalia_physalis@359316	199.5	217
474387at33208	Complete	Physalia_physalis@316973	365.8	321
475826at33208	Fragmented	Physalia_physalis@372504	146.7	145
476036at33208	Complete	Physalia_physalis@326503	344.5	234
477939at33208	Fragmented	Physalia_physalis@339726	153.1	171
477998at33208	Fragmented	Physalia_physalis@381554	135.6	167
478073at33208	Duplicated	Physalia_physalis@384732	406.1	225
478073at33208	Duplicated	Physalia_physalis@384728	405.1	225
478073at33208	Duplicated	Physalia_physalis@349075	403.9	226
478073at33208	Duplicated	Physalia_physalis@353188	388.9	226
478984at33208	Complete	Physalia_physalis@338849	350.2	281
480700at33208	Complete	Physalia_physalis@356744	168.1	164
480735at33208	Duplicated	Physalia_physalis@381180	301.8	243
480735at33208	Duplicated	Physalia_physalis@375990	293.9	243
481557at33208	Complete	Physalia_physalis@314557	206.6	289
482691at33208	Complete	Physalia_physalis@371705	329.6	215
483489at33208	Complete	Physalia_physalis@309387	253.5	276
485003at33208	Fragmented	Physalia_physalis@337818	216.9	147
485696at33208	Complete	Physalia_physalis@360479	208.1	224
486370at33208	Complete	Physalia_physalis@333799	244.0	275
486431at33208	Complete	Physalia_physalis@346977	389.5	444
486743at33208	Complete	Physalia_physalis@362969	120.7	151
486993at33208	Complete	Physalia_physalis@386652	296.8	247
487873at33208	Complete	Physalia_physalis@358463	112.9	124
487987at33208	Complete	Physalia_physalis@336237	174.2	149
488559at33208	Duplicated	Physalia_physalis@305825	209.1	168
488559at33208	Duplicated	Physalia_physalis@352733	192.2	167
488559at33208	Duplicated	Physalia_physalis@329646	190.4	167
488635at33208	Complete	Physalia_physalis@332629	156.6	182
489359at33208	Complete	Physalia_physalis@349217	167.9	216
489858at33208	Complete	Physalia_physalis@319676	176.0	159
490248at33208	Complete	Physalia_physalis@366276	196.5	158
491289at33208	Complete	Physalia_physalis@341315	281.7	244
492033at33208	Complete	Physalia_physalis@361143	293.1	168
493913at33208	Complete	Physalia_physalis@308800	413.6	398
494057at33208	Complete	Physalia_physalis@358097	183.1	172
495100at33208	Complete	Physalia_physalis@309451	401.9	218
495175at33208	Complete	Physalia_physalis@324441	232.4	180
495207at33208	Complete	Physalia_physalis@347783	232.8	222
495311at33208	Complete	Physalia_physalis@351342	274.8	161
495329at33208	Complete	Physalia_physalis@319530	172.7	175
495389at33208	Complete	Physalia_physalis@380460	124.4	166
495605at33208	Duplicated	Physalia_physalis@320085	394.2	225
495605at33208	Duplicated	Physalia_physalis@320373	377.3	248
495926at33208	Complete	Physalia_physalis@366019	90.0	119
496070at33208	Complete	Physalia_physalis@366033	108.1	168
496219at33208	Complete	Physalia_physalis@340523	381.8	248
498535at33208	Complete	Physalia_physalis@388904	354.7	221
500261at33208	Complete	Physalia_physalis@338667	343.0	317
500808at33208	Complete	Physalia_physalis@356793	364.5	322
501396at33208	Complete	Physalia_physalis@357571	279.5	168
501546at33208	Complete	Physalia_physalis@359312	110.5	145
501788at33208	Duplicated	Physalia_physalis@384150	216.7	168
501788at33208	Duplicated	Physalia_physalis@340428	207.4	159
502128at33208	Complete	Physalia_physalis@314486	368.5	338
502407at33208	Duplicated	Physalia_physalis@359869	238.7	173
502407at33208	Duplicated	Physalia_physalis@327316	234.6	171
502407at33208	Duplicated	Physalia_physalis@331282	228.8	171
502429at33208	Complete	Physalia_physalis@331383	252.3	183
502584at33208	Complete	Physalia_physalis@367535	140.6	251
502691at33208	Duplicated	Physalia_physalis@317181	341.4	205
502691at33208	Duplicated	Physalia_physalis@317180	293.1	177
503333at33208	Complete	Physalia_physalis@334783	458.3	265
503828at33208	Complete	Physalia_physalis@322227	152.0	198
504207at33208	Fragmented	Physalia_physalis@381935	247.4	158
504292at33208	Complete	Physalia_physalis@344871	180.6	130
504691at33208	Duplicated	Physalia_physalis@387817	136.8	131
504691at33208	Duplicated	Physalia_physalis@327850	123.1	110
504731at33208	Duplicated	Physalia_physalis@333700	343.2	237
504731at33208	Duplicated	Physalia_physalis@364522	337.9	237
504912at33208	Complete	Physalia_physalis@320618	83.3	130
505248at33208	Complete	Physalia_physalis@350031	224.1	169
508188at33208	Complete	Physalia_physalis@332663	272.5	275
508379at33208	Complete	Physalia_physalis@333541	188.9	130
508986at33208	Complete	Physalia_physalis@306622	111.8	183
509494at33208	Duplicated	Physalia_physalis@314125	247.3	144
509494at33208	Duplicated	Physalia_physalis@304739	239.8	144
509494at33208	Duplicated	Physalia_physalis@315425	239.3	144
509494at33208	Duplicated	Physalia_physalis@314126	238.5	136
509494at33208	Duplicated	Physalia_physalis@339431	221.4	144
509816at33208	Duplicated	Physalia_physalis@366951	181.6	156
509816at33208	Duplicated	Physalia_physalis@365081	161.2	151
510174at33208	Complete	Physalia_physalis@329526	336.4	260
510522at33208	Complete	Physalia_physalis@320548	183.8	197
510581at33208	Fragmented	Physalia_physalis@310282	170.0	142
511272at33208	Complete	Physalia_physalis@316233	178.2	172
511386at33208	Complete	Physalia_physalis@377279	407.1	414
511575at33208	Complete	Physalia_physalis@381155	251.6	160
511668at33208	Duplicated	Physalia_physalis@334673	173.8	202
511668at33208	Duplicated	Physalia_physalis@360437	167.4	205
514121at33208	Complete	Physalia_physalis@310858	285.7	198
514296at33208	Complete	Physalia_physalis@314615	209.0	135
514565at33208	Complete	Physalia_physalis@311492	361.5	190
514675at33208	Duplicated	Physalia_physalis@348537	235.3	202
514675at33208	Duplicated	Physalia_physalis@348125	233.6	202
514698at33208	Complete	Physalia_physalis@319746	179.0	154
514724at33208	Complete	Physalia_physalis@378994	187.4	166
514740at33208	Complete	Physalia_physalis@350171	246.7	177
514834at33208	Complete	Physalia_physalis@363630	82.1	151
514892at33208	Complete	Physalia_physalis@357884	304.8	205
515377at33208	Complete	Physalia_physalis@368601	147.5	156
515410at33208	Complete	Physalia_physalis@371089	189.2	149
515528at33208	Fragmented	Physalia_physalis@379284	65.3	88
515640at33208	Duplicated	Physalia_physalis@388111	331.0	193
515640at33208	Duplicated	Physalia_physalis@330731	324.3	193
516078at33208	Fragmented	Physalia_physalis@338003	203.7	156
516321at33208	Duplicated	Physalia_physalis@388571	244.7	136
516321at33208	Duplicated	Physalia_physalis@309274	237.9	136
516659at33208	Complete	Physalia_physalis@365479	77.8	238
516716at33208	Fragmented	Physalia_physalis@363202	156.7	113
517311at33208	Fragmented	Physalia_physalis@359093	132.5	81
517525at33208	Duplicated	Physalia_physalis@346130	170.9	264
517525at33208	Duplicated	Physalia_physalis@382069	164.6	253
517525at33208	Duplicated	Physalia_physalis@340756	162.2	259
517525at33208	Duplicated	Physalia_physalis@368498	146.1	247
517686at33208	Complete	Physalia_physalis@339142	131.6	99
517968at33208	Complete	Physalia_physalis@309670	114.0	106
518288at33208	Complete	Physalia_physalis@361689	412.4	283
518569at33208	Complete	Physalia_physalis@349872	291.2	269
519030at33208	Complete	Physalia_physalis@368597	160.5	193
519303at33208	Complete	Physalia_physalis@310150	360.1	325
519777at33208	Duplicated	Physalia_physalis@317846	195.1	222
519777at33208	Duplicated	Physalia_physalis@311277	192.9	231
520011at33208	Complete	Physalia_physalis@346888	180.7	209
521343at33208	Complete	Physalia_physalis@318110	107.5	149
522886at33208	Complete	Physalia_physalis@385998	177.1	155
522988at33208	Complete	Physalia_physalis@373004	272.7	255
523206at33208	Complete	Physalia_physalis@320616	135.1	115
523534at33208	Complete	Physalia_physalis@330477	255.0	149
524148at33208	Complete	Physalia_physalis@358974	353.0	322
524322at33208	Duplicated	Physalia_physalis@331401	148.9	128
524322at33208	Duplicated	Physalia_physalis@331122	148.9	128
525542at33208	Complete	Physalia_physalis@335996	190.6	173
525888at33208	Complete	Physalia_physalis@342980	205.9	156
526074at33208	Complete	Physalia_physalis@386072	263.0	165
526487at33208	Complete	Physalia_physalis@387947	305.1	187
526673at33208	Complete	Physalia_physalis@383735	403.6	265
527406at33208	Complete	Physalia_physalis@319514	370.2	237
528325at33208	Complete	Physalia_physalis@352805	289.0	158
529092at33208	Complete	Physalia_physalis@322038	169.1	122
529093at33208	Duplicated	Physalia_physalis@366413	316.2	213
