Orthogroup,class,Common_blast,species,tissue,expression,Gene,gene_tree
OG0006996,TVG,Q969H0|FBXW7_HUMAN F-box/WD repeat-containing protein 7 {ECO:0000305},Nanomia bijuga,GasdevGasmat,1.0966174702262552,876405,bab116ef6eee45178464c4ea78404d6d
OG0007001,TVG,Q9BUZ4|TRAF4_HUMAN TNF receptor-associated factor 4,Nanomia bijuga,GasdevGasmat,1.164129917895948,853976,194e1d3849e250b0bce91aed54ddf85d
OG0007012,TVG,Q99P31|HPBP1_MOUSE Hsp70-binding protein 1,Nanomia bijuga,GasdevGasmat,1.2938967913310877,933762,0f11d65c092a536e445aadadde4b410d
OG0007027,TVG,Q9EP71|RAI14_MOUSE Ankycorbin,Nanomia bijuga,GasdevGasmat,1.0855326189900656,838950,958cdc4fdde7c23a909c31bf8be4457a
OG0007052,TVG,Q07326|PIGF_HUMAN Phosphatidylinositol-glycan biosynthesis class F protein,Nanomia bijuga,GasdevGasmat,1.3231609899217505,878397,NA
OG0006901,TVG,"Q6P4F2|FDX2_HUMAN Ferredoxin-2, mitochondrial {ECO:0000303|PubMed:20547883}",Nanomia bijuga,GasdevGasmat,1.1879902298929423,793532,NA
OG0006934,TVG,Q9BWL3|CA043_HUMAN Uncharacterized protein C1orf43,Nanomia bijuga,GasdevGasmat,1.1795325390798777,855548,cb28047ff6e215169ab7c7eea3dc6a00
OG0006956,TVG,Q6GNL4|RSG1_XENLA REM2- and Rab-like small GTPase 1,Nanomia bijuga,GasdevGasmat,1.271243462751138,945656,c61e7f1cccfe5a21b58d89baa56056c3
OG0007032,TVG,Q28FE2|MED31_XENTR Mediator of RNA polymerase II transcription subunit 31,Nanomia bijuga,GasdevGasmat,1.2520243671614313,809967,NA
OG0007045,TVG,Q2TBI0|LBP_BOVIN Lipopolysaccharide-binding protein,Nanomia bijuga,GasdevGasmat,1.0229377361320313,860418,5ab97109be12df26c9b05824fe177d4a
OG0007060,TVG,Q9CQU8|IMP1L_MOUSE Mitochondrial inner membrane protease subunit 1,Nanomia bijuga,GasdevGasmat,1.3282271929044565,789282,NA
OG0007063,TVG,Q9JHS3|LTOR2_MOUSE Ragulator complex protein LAMTOR2,Nanomia bijuga,GasdevGasmat,1.177277755664101,798654,NA
OG0007089,TVG,Q9IA78|T2AG_PAROL Transcription initiation factor IIA subunit 2,Nanomia bijuga,GasdevGasmat,1.1258008458209767,827086,NA
OG0007122,TVG,Q9Y3C4|TPRKB_HUMAN EKC/KEOPS complex subunit TPRKB,Nanomia bijuga,GasdevGasmat,1.268271082887918,965237,ef400f3a70c83158e630a261ff9d6e3d
OG0007168,TVG,Q9D8N6|LIN37_MOUSE Protein lin-37 homolog,Nanomia bijuga,GasdevGasmat,1.2142464233110708,798154,f991d3ccaf5dc58d9674d2ce351f079c
OG0007193,TVG,Q1LZ78|NTPCR_BOVIN Cancer-related nucleoside-triphosphatase homolog,Nanomia bijuga,GasdevGasmat,1.1794968439508926,853058,NA
OG0007100,TVG,Q9VDS6|SURF6_DROME Surfeit locus protein 6 homolog,Nanomia bijuga,GasdevGasmat,1.2335117420205115,918290,7bb3f47788a62472d6862e014f050589
OG0007148,TVG,Q5T8I9|HENMT_HUMAN Small RNA 2'-O-methyltransferase,Nanomia bijuga,GasdevGasmat,1.3645181515387053,849982,81556a30e392116711dd190552515dcd
OG0007149,TVG,"Q6NTS3|RT24A_XENLA 28S ribosomal protein S24-A, mitochondrial",Nanomia bijuga,GasdevGasmat,1.1114657430799197,828639,a04b97d387bc53efbbc60dfcdb187573
OG0003814,TVG,Q01085|TIAR_HUMAN Nucleolysin TIAR,Nanomia bijuga,GasdevGasmat,1.1102963814206348,911031,NA
OG0007210,TVG,Q8NB59|SYT14_HUMAN Synaptotagmin-14,Nanomia bijuga,GasdevGasmat,1.064698926406521,863642,NA
OG0007448,TVG,Q68US5|EVA1C_PANTR Protein eva-1 homolog C,Nanomia bijuga,GasdevGasmat,0.9394163034237639,842500,NA
OG0007235,TVG,"Q5RCA3|RM17_PONAB 39S ribosomal protein L17, mitochondrial",Nanomia bijuga,GasdevGasmat,1.1539118351133522,885634,4ce76d730a5c259b6c883e42868557f0
OG0006226,TVG,P21259|PRFA_POLPE Pol-RFamide neuropeptides,Nanomia bijuga,GasdevGasmat,0.814534964361297,834845,NA
OG0007269,TVG,Q60482|RPC9_CAVPO DNA-directed RNA polymerase III subunit RPC9,Nanomia bijuga,GasdevGasmat,1.2212308527024645,876861,NA
OG0007295,TVG,Q9SAR5|AKR2A_ARATH Ankyrin repeat domain-containing protein 2A {ECO:0000303|PubMed:18193034},Nanomia bijuga,GasdevGasmat,1.1442314811933796,979576,26993be43319ce6fe479a582526f80fd
OG0004548,TVG,Q9H0J9|PAR12_HUMAN Poly [ADP-ribose] polymerase 12,Nanomia bijuga,GasdevGasmat,1.2380698503550907,958486,6cc93f97efe98429b5ed63414dcf1c14
OG0007310,TVG,P34576|MUA3_CAEEL Transmembrane cell adhesion receptor mua-3,Nanomia bijuga,GasdevGasmat,0.9109887884759875,783774,NA
OG0007435,TVG,Q9D0V7|RCAS1_MOUSE Receptor-binding cancer antigen expressed on SiSo cells,Nanomia bijuga,GasdevGasmat,1.1113797849054616,878161,173db99ca36717694df5db5b37046f49
OG0007439,TVG,Q9WY55|GCSH_THEMA Glycine cleavage system H protein {ECO:0000255|HAMAP-Rule:MF_00272},Nanomia bijuga,GasdevGasmat,0.9958324358601748,898286,NA
OG0007428,TVG,Q24UG0|RRF_DESHY Ribosome-recycling factor {ECO:0000255|HAMAP-Rule:MF_00040},Nanomia bijuga,GasdevGasmat,1.0824542756565552,783465,b290d69408568f4fe27336005a05adc8
OG0007308,TVG,P54864|JUN_SERCA Transcription factor AP-1,Nanomia bijuga,GasdevGasmat,1.0744177590047037,858196,20b927461de75067113de96fef8cef3f
OG0007359,TVG,P0DMJ3|VKTI1_ANTFU PI-actitoxin-Afv2a {ECO:0000303|PubMed:22683676},Nanomia bijuga,GasdevGasmat,1.0281225675309078,824904,63223eefce02743f4d2948bbca0a2087
OG0007549,TVG,Q6AYG7|NF2IP_RAT NFATC2-interacting protein,Nanomia bijuga,GasdevGasmat,1.147879333770361,839906,593c7e26ddc98841a1a13a30a9f556bc
OG0007347,TVG,Q3SZ85|PTRD1_BOVIN Putative peptidyl-tRNA hydrolase PTRHD1,Nanomia bijuga,GasdevGasmat,1.1450375011655578,871035,NA
OG0007487,TVG,Q8VE97|SRSF4_MOUSE Serine/arginine-rich splicing factor 4,Nanomia bijuga,GasdevGasmat,1.2156464659971835,806926,0dd4c1b02eb19e08738a538165408c0b
OG0007383,TVG,Q8R189|PAQRA_MOUSE Monocyte to macrophage differentiation factor 2,Nanomia bijuga,GasdevGasmat,1.1768670613806678,797446,a06dd648049e40054e15104cdcbf57f5
OG0007646,TVG,"Q9Y3D5|RT18C_HUMAN 28S ribosomal protein S18c, mitochondrial",Nanomia bijuga,GasdevGasmat,1.2428161241225588,843468,bff633fa3ac10f9734decbe451449843
OG0007375,TVG,A6NNL5|CO061_HUMAN Uncharacterized protein C15orf61,Nanomia bijuga,GasdevGasmat,1.2815721549412984,937518,NA
OG0007416,TVG,P18289|JRA_DROME Transcription factor AP-1,Nanomia bijuga,GasdevGasmat,1.0354254114788177,810141,3525a9702a53d5487be3999850eae626
OG0007400,TVG,Q9BV90|SNR25_HUMAN U11/U12 small nuclear ribonucleoprotein 25 kDa protein,Nanomia bijuga,GasdevGasmat,1.219897946288838,823399,bf722ba84db008578c50e7eba4633d0f
OG0006982,TVG,Q91690|GLI1_XENLA Zinc finger protein GLI1,Nanomia bijuga,GasdevGasmat,1.8143755611751962,801236,NA
OG0007433,TVG,Q6P5J6|LRC42_DANRE Leucine-rich repeat-containing protein 42,Nanomia bijuga,GasdevGasmat,1.363579268888979,942619,ed164ecf3e1adbb2aa71c7ffe0b7feb4
OG0007541,TVG,Q75M08|PDI21_ORYSJ Protein disulfide isomerase-like 2-1,Nanomia bijuga,GasdevGasmat,1.0586539706311728,911530,fc1208a23a6030ad1de69edbbd509221
OG0007432,TVG,Q6A548|TERT_CANLF Telomerase reverse transcriptase,Nanomia bijuga,GasdevGasmat,1.473443076665882,779690,0ee656492ada311b23d44035b6c1f842
OG0007444,TVG,Q641M3|TMM18_DANRE Transmembrane protein 18,Nanomia bijuga,GasdevGasmat,1.2697695049936302,952255,0f373ee2b5c886861e2c03baee755759
OG0007474,TVG,Q95KU9|NEMO_BOVIN NF-kappa-B essential modulator,Nanomia bijuga,GasdevGasmat,1.0622232387566097,929339,32ea6e92f8c459fb6767d0164966ffaa
OG0007486,TVG,Q9JJT9|PHAX_MOUSE Phosphorylated adapter RNA export protein,Nanomia bijuga,GasdevGasmat,1.2111787242222238,980588,6b36f20c19081b2a720d65980ff4250c
OG0007494,TVG,"P83088|FUCTC_DROME Alpha-(1,3)-fucosyltransferase C",Nanomia bijuga,GasdevGasmat,1.1125532573229286,879687,a17fdcfad00c394fedd21c8ac97e23cb
OG0007500,TVG,Q96K37|S35E1_HUMAN Solute carrier family 35 member E1,Nanomia bijuga,GasdevGasmat,1.3176622378405682,791332,NA
OG0007513,TVG,Q9D2Z4|SENP8_MOUSE Sentrin-specific protease 8,Nanomia bijuga,GasdevGasmat,1.3507293140262022,912306,d7fecdcc98308a18133c6cf399aea5e2
OG0007519,TVG,Q8IQF1|MOCS1_DROME Molybdenum cofactor biosynthesis protein 1,Nanomia bijuga,GasdevGasmat,1.2207102440972992,857933,fc5b511450127cda8fc00e09e9c55c0a
OG0007537,TVG,P42029|NDUA8_BOVIN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Nanomia bijuga,GasdevGasmat,1.0611800891037695,795689,06df98dfff25a055bff25422d2fb9f40
OG0007547,TVG,Q99727|TIMP4_HUMAN Metalloproteinase inhibitor 4,Nanomia bijuga,GasdevGasmat,1.1505721733307561,826779,1e9cee0d67c19652c701a3eef5c05e20
OG0007581,TVG,Q5XGP7|SKA2A_XENLA Src kinase-associated phosphoprotein 2-A,Nanomia bijuga,GasdevGasmat,1.1151849120730661,929740,e87ee434aba1267b1dbf783d3af6791c
OG0007625,TVG,Q9Y6H1|CHCH2_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,Nanomia bijuga,GasdevGasmat,1.0686051668449394,970645,e20e295b215b62574023a290ae30ee84
OG0003557,TVG,Q9W7R4|TEN3_DANRE Teneurin-3,Nanomia bijuga,GasdevGasmat,2.3768902830512992,890960,90dd9c3e94dbe2a3d41d14294d1461f1
OG0007208,TVG,"Q9WU01|KHDR2_MOUSE KH domain-containing, RNA-binding, signal transduction-associated protein 2",Nanomia bijuga,PalmatGasmat,0.8682303630593429,831835,NA
OG0003469,TVG,P26990|ARF6_CHICK ADP-ribosylation factor 6,Nanomia bijuga,PalmatGasmat,0.9245125673884942,857934,NA
OG0003497,TVG,P83852|CBPD_LOPSP Carboxypeptidase D,Nanomia bijuga,PalmatGasmat,0.3978859447719563,781466,NA
OG0003556,TVG,Q2PC93|SSPO_CHICK SCO-spondin,Nanomia bijuga,PalmatGasmat,1.1527366553017095,956275,NA
OG0003487,TVG,P19440|GGT1_HUMAN Gamma-glutamyltranspeptidase 1 {ECO:0000303|PubMed:2904146},Nanomia bijuga,PalmatGasmat,0.3932140444880045,835198,bbc1566e6848719382da07a664f1db23
OG0003339,TVG,Q23978|MY31D_DROME Myosin-IA,Nanomia bijuga,PalmatGasmat,0.8543434796769591,829726,NA
OG0003543,TVG,Q8BG58|P4HTM_MOUSE Transmembrane prolyl 4-hydroxylase,Nanomia bijuga,PalmatGasmat,0.30481310078494234,892676,NA
OG0003457,TVG,Q9Y3Q0|NALD2_HUMAN N-acetylated-alpha-linked acidic dipeptidase 2,Nanomia bijuga,PalmatGasmat,0.25418096544916674,889616,1bf0d13b906d4fb03ff61bbda04e41a8
OG0003657,TVG,P35445|COMP_BOVIN Cartilage oligomeric matrix protein,Nanomia bijuga,PalmatGasmat,1.1131069500259008,952004,NA
OG0004436,TVG,Q8BG19|TMTC4_MOUSE Transmembrane and TPR repeat-containing protein 4,Nanomia bijuga,PalmatGasmat,1.0160094195073501,947514,NA
OG0003462,TVG,Q64620|PPP6_RAT Serine/threonine-protein phosphatase 6 catalytic subunit,Nanomia bijuga,PalmatGasmat,0.8567931018563483,829924,NA
OG0003626,TVG,A4IF97|ML12B_BOVIN Myosin regulatory light chain 12B,Nanomia bijuga,PalmatGasmat,0.783741460339144,827637,NA
OG0003786,TVG,A6QPN6|GILT_BOVIN Gamma-interferon-inducible lysosomal thiol reductase,Nanomia bijuga,PalmatGasmat,2.2804332630540993,823721,NA
OG0003801,TVG,P91953|HE_HEMPU 50 kDa hatching enzyme,Nanomia bijuga,PalmatGasmat,0.20514954990347134,911523,b13ee0f2ee34765a36b562f35d9de1b2
OG0003669,TVG,P56941|NPC1_PIG Niemann-Pick C1 protein,Nanomia bijuga,PalmatGasmat,1.0513456089593407,835548,NA
OG0003562,TVG,"Q91ZA3|PCCA_MOUSE Propionyl-CoA carboxylase alpha chain, mitochondrial",Nanomia bijuga,PalmatGasmat,0.8544676829886474,960823,96dc445098510f7fb611cb3ab0489eb2
OG0003705,TVG,O43315|AQP9_HUMAN Aquaporin-9,Nanomia bijuga,PalmatGasmat,0.38977879527369697,910403,7eee76f108e4b1449d77dabd84762ca3
OG0003722,TVG,Q2TBI0|LBP_BOVIN Lipopolysaccharide-binding protein,Nanomia bijuga,PalmatGasmat,2.617024242485738,888587,006338147c0873a0224de00fc9978cc8
OG0003897,TVG,P31285|WNT3A_XENLA Protein Wnt-3a,Nanomia bijuga,PalmatGasmat,0.966198405685016,950746,8f3952f0c30927ef317397dc02bf2a14
OG0003729,TVG,P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1,Nanomia bijuga,PalmatGasmat,0.9441415805921335,865406,c8fab9fcb9ba76e6ca327d250a008b3c
OG0003736,TVG,Q22782|RAB6B_CAEEL Ras-related protein Rab-6.2,Nanomia bijuga,PalmatGasmat,1.0836337986710625,781585,NA
OG0005478,TVG,Q9MYU8|E41L5_CANLF Band 4.1-like protein 5,Nanomia bijuga,PalmatGasmat,1.007519945895565,935131,NA
OG0003708,TVG,P07942|LAMB1_HUMAN Laminin subunit beta-1,Nanomia bijuga,PalmatGasmat,1.1292926277340978,955245,f6bd0936d602b9e1c1376d82f0fc59e1
OG0003755,TVG,Q86SQ4|AGRG6_HUMAN Adhesion G-protein coupled receptor G6,Nanomia bijuga,PalmatGasmat,0.9221573485278748,916750,05863c7deb9c9002b462e1b716c77ed0
OG0003800,TVG,O08662|PI4KA_RAT Phosphatidylinositol 4-kinase alpha,Nanomia bijuga,PalmatGasmat,0.966560545485141,794879,NA
OG0003614,TVG,Q9UQ90|SPG7_HUMAN Paraplegin {ECO:0000250|UniProtKB:Q3ULF4},Nanomia bijuga,PalmatGasmat,1.0782039675453914,938454,8a93a89164d7dcd748fd45efed7b41a9
OG0003812,TVG,P50059|SODM2_LEPBY Superoxide dismutase [Mn] 2,Nanomia bijuga,PalmatGasmat,0.9465323174327644,845616,a4f5df5979b46e1403b54efa3b55aa29
OG0003820,TVG,A6H584|CO6A5_MOUSE Collagen alpha-5(VI) chain,Nanomia bijuga,PalmatGasmat,0.4129564348036297,878438,NA
OG0003860,TVG,Q9Y238|DLEC1_HUMAN Deleted in lung and esophageal cancer protein 1,Nanomia bijuga,PalmatGasmat,0.9406692525445001,956169,8a6dfb6f10e33cf5d3d0f7595d5243f1
OG0003421,TVG,"Q9NRK6|ABCBA_HUMAN ATP-binding cassette sub-family B member 10, mitochondrial",Nanomia bijuga,PalmatGasmat,0.9236881448753673,941158,NA
OG0003870,TVG,"Q91W43|GCSP_MOUSE Glycine dehydrogenase (decarboxylating), mitochondrial",Nanomia bijuga,PalmatGasmat,1.3312859321418686,889091,NA
OG0003881,TVG,Q9Y2D2|S35A3_HUMAN UDP-N-acetylglucosamine transporter,Nanomia bijuga,PalmatGasmat,0.9488182485535424,980159,NA
OG0006323,TVG,Q9CR50|ZN363_MOUSE RING finger and CHY zinc finger domain-containing protein 1,Nanomia bijuga,PalmatGasmat,0.9174437001694122,959953,a156beb0a6fd4541f9da7954c2a5e121
OG0003894,TVG,P49815|TSC2_HUMAN Tuberin,Nanomia bijuga,PalmatGasmat,0.6962005656123922,868624,e5f6595b6e88657d387baba18ecbc455
OG0003938,TVG,Q9DE46|DPOLA_XENLA DNA polymerase alpha catalytic subunit,Nanomia bijuga,PalmatGasmat,0.7020140991658748,853461,NA
OG0004141,TVG,Q9Z247|FKBP9_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP9,Nanomia bijuga,PalmatGasmat,0.7134446954419407,862153,7a6703bc1fadc42d2870c6b902f4d4a8
OG0003942,TVG,Q9Y295|DRG1_HUMAN Developmentally-regulated GTP-binding protein 1,Nanomia bijuga,PalmatGasmat,0.9397873482714968,825352,NA
OG0004005,TVG,"Q9NQ66|PLCB1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",Nanomia bijuga,PalmatGasmat,1.0387132683016869,850904,984e502d9a8dd4243790e2e9c289468a
OG0003485,TVG,P20735|GGT1_PIG Gamma-glutamyltranspeptidase 1,Nanomia bijuga,PalmatGasmat,0.4006691031698524,868855,94ea9abcdb525e55c7e2a64fada709ce
OG0003486,TVG,P20735|GGT1_PIG Gamma-glutamyltranspeptidase 1,Nanomia bijuga,PalmatGasmat,0.37065378279595135,782065,94ea9abcdb525e55c7e2a64fada709ce
OG0003994,TVG,Q99LJ1|FUCO_MOUSE Tissue alpha-L-fucosidase,Nanomia bijuga,PalmatGasmat,0.3042366964485753,805742,87c365632ef1e9ffff6f1b2e41196de7
OG0004020,TVG,Q15477|SKIV2_HUMAN Helicase SKI2W,Nanomia bijuga,PalmatGasmat,0.8442743576173295,879285,NA
OG0007058,TVG,Q28IM6|HPCL1_XENTR Hippocalcin-like protein 1,Nanomia bijuga,PalmatGasmat,1.2609683171514532,941413,NA
OG0004059,TVG,Q9Y566|SHAN1_HUMAN SH3 and multiple ankyrin repeat domains protein 1,Nanomia bijuga,PalmatGasmat,1.4479742861136888,964049,NA
OG0003563,TVG,"Q29RK2|PYC_BOVIN Pyruvate carboxylase, mitochondrial",Nanomia bijuga,PalmatGasmat,1.003684819570312,934146,ddccc7a04505eda9628b3aba33cbbc39
OG0004075,TVG,"Q922D8|C1TC_MOUSE C-1-tetrahydrofolate synthase, cytoplasmic",Nanomia bijuga,PalmatGasmat,1.0089184635215012,931315,fcacb94e6f320e88e89c6ada99ba590a
OG0006030,TVG,Q8NI77|KI18A_HUMAN Kinesin-like protein KIF18A,Nanomia bijuga,PalmatGasmat,0.7400111335391335,896973,NA
OG0004016,TVG,Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 {ECO:0000305},Nanomia bijuga,PalmatGasmat,0.9449453054685346,808204,aadacd4b8b8db5ec6a8a3475acd7d8ba
OG0004124,TVG,Q66L58|VAC14_DANRE Protein VAC14 homolog,Nanomia bijuga,PalmatGasmat,0.9210762306576158,911667,ac09dbae794a12023f936ebb0d9cad06
OG0004135,TVG,Q5ZLT0|XPO7_CHICK Exportin-7,Nanomia bijuga,PalmatGasmat,0.7580100085328173,878218,NA
OG0004153,TVG,Q8VI60|SULF1_RAT Extracellular sulfatase Sulf-1,Nanomia bijuga,PalmatGasmat,0.5698291351291381,894556,f6126d5e908c3a2f7fac8bc2d2c8397d
OG0004182,TVG,P20936|RASA1_HUMAN Ras GTPase-activating protein 1,Nanomia bijuga,PalmatGasmat,0.8649960954593454,974829,963b33c0a0490ebd1650c53edcea1c33
OG0004190,TVG,Q6UXG2|K1324_HUMAN UPF0577 protein KIAA1324,Nanomia bijuga,PalmatGasmat,1.0445571359981238,902735,85d5def2527734d2613cc2259bfa47ba
OG0004225,TVG,Q9DC40|TELO2_MOUSE Telomere length regulation protein TEL2 homolog,Nanomia bijuga,PalmatGasmat,0.772756614504111,944110,7f5bb655dd9363732e10e1d4353b77bb
OG0004231,TVG,Q9EQW8|NDST4_MOUSE Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4,Nanomia bijuga,PalmatGasmat,0.8215261065642581,948718,eeaf04a7dfa30a6a8114f031169b8b29
OG0004171,TVG,Q9PVK2|ENOA_ALLMI Alpha-enolase,Nanomia bijuga,PalmatGasmat,0.9683417232806457,848492,NA
OG0004208,TVG,Q3T1G7|COG7_RAT Conserved oligomeric Golgi complex subunit 7,Nanomia bijuga,PalmatGasmat,0.8591821873064214,886264,a6148c2a2bf025c6652d7300e893d80b
OG0004280,TVG,Q71B07|D19L3_MOUSE Probable C-mannosyltransferase DPY19L3,Nanomia bijuga,PalmatGasmat,0.7272627139545684,791345,15638cf889d185250abdacf25077c1dd
OG0004184,TVG,Q5XPI4|RN123_HUMAN E3 ubiquitin-protein ligase RNF123,Nanomia bijuga,PalmatGasmat,0.8864623971429155,849827,NA
OG0004261,TVG,Q86VS8|HOOK3_HUMAN Protein Hook homolog 3,Nanomia bijuga,PalmatGasmat,0.8993994616220583,812540,NA
OG0004268,TVG,Q96RW7|HMCN1_HUMAN Hemicentin-1,Nanomia bijuga,PalmatGasmat,1.3680348484642546,821112,NA
OG0004285,TVG,Q5R733|CPEB1_PONAB Cytoplasmic polyadenylation element-binding protein 1,Nanomia bijuga,PalmatGasmat,0.9303508561884241,861044,NA
OG0004305,TVG,P25071|CML12_ARATH Calmodulin-like protein 12,Nanomia bijuga,PalmatGasmat,0.9546555669068418,808101,1019786d3ac3b4cb431761143cd3b1f8
OG0004255,TVG,Q6NS52|DGKB_MOUSE Diacylglycerol kinase beta,Nanomia bijuga,PalmatGasmat,0.9597825257429995,791746,e8e9002d99f70db1781266ac6c630aa6
OG0004279,TVG,"H9D1R1|TXD12_EPICO Thioredoxin domain-containing protein 12 {ECO:0000303|PubMed:22789714, ECO:0000312|EMBL:AFD54638.1}",Nanomia bijuga,PalmatGasmat,0.3895267144235448,923822,NA
OG0004288,TVG,Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7,Nanomia bijuga,PalmatGasmat,0.267398916485347,862827,09360e59a88ae6de2e78941f3df87aed
OG0003806,TVG,Q9HAV0|GBB4_HUMAN Guanine nucleotide-binding protein subunit beta-4,Nanomia bijuga,PalmatGasmat,0.9180971350925409,969558,NA
OG0003795,TVG,Q9H3S7|PTN23_HUMAN Tyrosine-protein phosphatase non-receptor type 23,Nanomia bijuga,PalmatGasmat,0.9520533583877133,816602,NA
OG0004343,TVG,P48508|GSH0_RAT Glutamate--cysteine ligase regulatory subunit,Nanomia bijuga,PalmatGasmat,0.5790110987384283,913629,4c347bda6e07ac5525dfccc831daf4d5
OG0004354,TVG,Q6P7A2|UBE4A_RAT Ubiquitin conjugation factor E4 A {ECO:0000305},Nanomia bijuga,PalmatGasmat,0.8933928298352788,920080,f1b47342845069388036b198e79d0a63
OG0003367,TVG,"Q3ZCH0|GRP75_BOVIN Stress-70 protein, mitochondrial",Nanomia bijuga,PalmatGasmat,1.0350054551122283,876670,a2ef38e5bc68e2a12e7f5aa4e5ae3051
OG0004235,TVG,P25228|RAB3_DROME Ras-related protein Rab-3,Nanomia bijuga,PalmatGasmat,0.9079396062341003,959549,NA
OG0004355,TVG,Q571H0|NPA1P_MOUSE Nucleolar pre-ribosomal-associated protein 1,Nanomia bijuga,PalmatGasmat,0.7733383897044197,948487,d62b3ef5d446fae0e45bb5dcd07bf7dd
OG0004903,TVG,Q9H3U7|SMOC2_HUMAN SPARC-related modular calcium-binding protein 2,Nanomia bijuga,PalmatGasmat,0.3622517807394622,799769,cc83734e14c1d42c1b69fd2671aaa616
OG0004240,TVG,Q80TI1|PKHH1_MOUSE Pleckstrin homology domain-containing family H member 1,Nanomia bijuga,PalmatGasmat,1.0663363462712998,865321,d6c93adca245e4f7733deb6b51dadb8b
OG0004423,TVG,Q8R1U1|COG4_MOUSE Conserved oligomeric Golgi complex subunit 4,Nanomia bijuga,PalmatGasmat,0.8393856142299245,937859,NA
OG0003542,TVG,Q8BG58|P4HTM_MOUSE Transmembrane prolyl 4-hydroxylase,Nanomia bijuga,PalmatGasmat,0.39491075059708075,877870,1e448fa97ec7a23a95e39442d5262c0c
OG0004481,TVG,Q8WUQ7|CATIN_HUMAN Cactin,Nanomia bijuga,PalmatGasmat,0.7373836601569326,849870,4df95dc3af3619816ac73fe6608daa58
OG0004547,TVG,P62282|RS11_RAT 40S ribosomal protein S11,Nanomia bijuga,PalmatGasmat,0.9571318968333222,980867,NA
OG0003522,TVG,Q9Y5Y0|FLVC1_HUMAN Feline leukemia virus subgroup C receptor-related protein 1,Nanomia bijuga,PalmatGasmat,0.7891064796807309,963889,a381686740083da6c0a79f27a2f9d0f6
OG0004439,TVG,Q90YW0|RL9_ICTPU 60S ribosomal protein L9,Nanomia bijuga,PalmatGasmat,0.9663434296836635,818274,NA
OG0004573,TVG,Q6PFJ7|NSMA3_DANRE Sphingomyelin phosphodiesterase 4,Nanomia bijuga,PalmatGasmat,0.6901917616068276,942076,29a953e46c004ad1317bab186b09debc
OG0004604,TVG,Q7XP59|GLR31_ORYSJ Glutamate receptor 3.1,Nanomia bijuga,PalmatGasmat,0.9064371343285138,799358,443d3f53297c9e23778ce5ea064141fc
OG0003448,TVG,P42892|ECE1_HUMAN Endothelin-converting enzyme 1,Nanomia bijuga,PalmatGasmat,0.44505086149663736,871772,NA
OG0004532,TVG,Q4R591|G6PI_MACFA Glucose-6-phosphate isomerase,Nanomia bijuga,PalmatGasmat,0.9563689285647587,911225,NA
OG0004957,TVG,Q9VMA7|TGO1_DROME Transport and Golgi organization protein 1,Nanomia bijuga,PalmatGasmat,0.7470436985020624,879757,NA
OG0007150,TVG,"Q8N8Z6|DCBD1_HUMAN Discoidin, CUB and LCCL domain-containing protein 1",Nanomia bijuga,PalmatGasmat,0.32179056669852724,969006,NA
OG0007273,TVG,Q91905|FXI1B_XENLA Forkhead box protein I1-B,Nanomia bijuga,PalmatGasmat,0.2549693399163105,898846,NA
OG0007322,TVG,Q91905|FXI1B_XENLA Forkhead box protein I1-B,Nanomia bijuga,PalmatGasmat,0.2499467231057747,890366,NA
OG0004433,TVG,Q9WV92|E41L3_MOUSE Band 4.1-like protein 3,Nanomia bijuga,PalmatGasmat,0.9816376602900074,841139,d2ecb42e98fb57d6f4eccba06f825e2a
OG0004552,TVG,Q9D1E5|LMBRL_MOUSE Protein LMBR1L,Nanomia bijuga,PalmatGasmat,0.8594716481750769,941330,2a0e93b0755625d9aa909a7e727fb783
OG0004585,TVG,Q8CHT3|INT5_MOUSE Integrator complex subunit 5,Nanomia bijuga,PalmatGasmat,0.7539476432146179,941266,NA
OG0004590,TVG,Q4V8A2|CDC27_RAT Cell division cycle protein 27 homolog,Nanomia bijuga,PalmatGasmat,0.8642465000043726,916473,b74136ac8cff2082955bb708213a01e1
OG0004685,TVG,Q9ESJ4|SPN90_MOUSE NCK-interacting protein with SH3 domain,Nanomia bijuga,PalmatGasmat,0.9821797681154941,865308,1d7daef1e2a46b4d67d4332b93166736
OG0004664,TVG,Q8BRH4|KMT2C_MOUSE Histone-lysine N-methyltransferase 2C,Nanomia bijuga,PalmatGasmat,1.0189877829262313,841825,d27ff92ca2dc6ffa25b7d6c9451cf014
OG0005938,TVG,Q8C6K9|CO6A6_MOUSE Collagen alpha-6(VI) chain,Nanomia bijuga,PalmatGasmat,0.8517029258071548,818643,NA
OG0004369,TVG,P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase,Nanomia bijuga,PalmatGasmat,1.1115361792536478,879074,e67424372e44ffe636d961f13624faf7
