sequence_ids,species,zooid,blast_hit,GO_term,gene_tree
4240466,Diphyes dispar,Gastrozooid developing,,NA,NA
4266936,Diphyes dispar,Gastrozooid developing,A4IIC5|S39A3_XENTR Zinc transporter ZIP3,NA,NA
4206634,Diphyes dispar,Gastrozooid developing,Q866A2|ACHA7_MACMU Neuronal acetylcholine receptor subunit alpha-7,NA,NA
4286658,Diphyes dispar,Gastrozooid developing,,NA,NA
4184530,Diphyes dispar,Gastrozooid developing,,NA,NA
4283279,Diphyes dispar,Gastrozooid developing,,NA,NA
4103999,Diphyes dispar,Gastrozooid developing,,NA,NA
4233503,Diphyes dispar,Gastrozooid developing,Q90744|NAGAB_CHICK Alpha-N-acetylgalactosaminidase,GO:0004553;GO:0005975;GO:0005737;GO:0019377;GO:0016139;GO:0006677;GO:0005581;GO:0005669;GO:0046514;GO:0042803;GO:0017025;GO:0004402;GO:0016021;GO:0008081;GO:0043565;GO:0016573;GO:0045944,NA
4263187,Diphyes dispar,Gastrozooid developing,,NA,NA
4198293,Diphyes dispar,Gastrozooid developing,,NA,NA
4077815,Diphyes dispar,Gastrozooid developing,,NA,NA
4091679,Diphyes dispar,Gastrozooid developing,,NA,NA
4207287,Diphyes dispar,Gastrozooid developing,,NA,NA
4229656,Diphyes dispar,Gastrozooid developing,,NA,NA
4117834,Diphyes dispar,Gastrozooid developing,,NA,NA
4167576,Diphyes dispar,Gastrozooid developing,P19515|LIP_RHIMI Lipase,NA,NA
4249676,Diphyes dispar,Gastrozooid developing,Q54LN4|GGHA_DICDI Gamma-glutamyl hydrolase A,GO:0034722;GO:0006508;GO:0005615;GO:0005773;GO:0006760;GO:0000030;GO:1904724;GO:0035580;GO:0003676;GO:0042470;GO:1903561;GO:0097502;GO:0043312;GO:0005618;GO:0010043;GO:0016021;GO:0005829;GO:0045471;GO:0032868;GO:0005634;GO:0015074;GO:0006541,87ccfc59f3007dce35d22b2ed8b12ce5
4200044,Diphyes dispar,Gastrozooid developing,,NA,NA
4108287,Diphyes dispar,Gastrozooid developing,D3YXG0|HMCN1_MOUSE Hemicentin-1 {ECO:0000312|MGI:MGI:2685047},NA,1125cfaadf31f743f951230258edad50
4274772,Diphyes dispar,Gastrozooid developing,Q9EQG7|ENPP5_MOUSE Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,GO:0003824;GO:0016311,962213cdde933948fb4e804e7c897a5e
4214579,Diphyes dispar,Gastrozooid developing,,NA,NA
4205496,Diphyes dispar,Gastrozooid developing,F4I839|PAE2_ARATH Pectin acetylesterase 2 {ECO:0000303|PubMed:25115560},NA,NA
4129646,Diphyes dispar,Gastrozooid developing,P22031|LEG_HELCR D-galactoside-specific lectin,NA,NA
4256944,Diphyes dispar,Gastrozooid developing,,NA,NA
4136015,Diphyes dispar,Gastrozooid developing,,NA,NA
4093019,Diphyes dispar,Gastrozooid developing,,NA,NA
4134318,Diphyes dispar,Gastrozooid developing,,NA,NA
4215992,Diphyes dispar,Gastrozooid developing,,NA,NA
4189392,Diphyes dispar,Gastrozooid developing,,NA,NA
4238006,Diphyes dispar,Gastrozooid developing,,NA,NA
4203934,Diphyes dispar,Gastrozooid developing,,NA,NA
4177185,Diphyes dispar,Gastrozooid developing,Q5U5A6|NRARP_XENLA Notch-regulated ankyrin repeat-containing protein,NA,NA
4078554,Diphyes dispar,Gastrozooid developing,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0016459;GO:0051015;GO:0003774;GO:0005524,NA
4285510,Diphyes dispar,Gastrozooid developing,,NA,NA
4172332,Diphyes dispar,Gastrozooid developing,Q18DN4|HMU_HALWD Halomucin,NA,NA
4229047,Diphyes dispar,Gastrozooid developing,,NA,NA
4098568,Diphyes dispar,Gastrozooid developing,,NA,NA
4192799,Diphyes dispar,Gastrozooid developing,,NA,NA
4207553,Diphyes dispar,Gastrozooid developing,,NA,NA
4103756,Diphyes dispar,Gastrozooid developing,,NA,NA
4163701,Diphyes dispar,Gastrozooid developing,,NA,NA
4158783,Diphyes dispar,Gastrozooid developing,,NA,NA
4295349,Diphyes dispar,Gastrozooid developing,"P0C6B8|SVEP1_RAT Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",NA,NA
4224138,Diphyes dispar,Gastrozooid developing,,NA,NA
4088634,Diphyes dispar,Gastrozooid developing,,NA,NA
4201917,Diphyes dispar,Gastrozooid developing,,NA,NA
4295183,Diphyes dispar,Gastrozooid developing,,NA,NA
4207914,Diphyes dispar,Gastrozooid developing,,NA,NA
4262107,Diphyes dispar,Gastrozooid developing,,NA,NA
4216274,Diphyes dispar,Gastrozooid developing,,NA,NA
4096731,Diphyes dispar,Gastrozooid developing,Q64709|HLF_RAT Hepatic leukemia factor,NA,1d33b17a0c1956159cb6594aa363d3af
4207262,Diphyes dispar,Gastrozooid developing,D3YXG0|HMCN1_MOUSE Hemicentin-1 {ECO:0000312|MGI:MGI:2685047},GO:0007229;GO:0004222;GO:0016021;GO:0006508;GO:0034769;GO:0061386,NA
4110211,Diphyes dispar,Gastrozooid developing,Q28178|TSP1_BOVIN Thrombospondin-1,NA,NA
4143853,Diphyes dispar,Gastrozooid developing,,NA,NA
4180677,Diphyes dispar,Gastrozooid developing,,NA,NA
4157985,Diphyes dispar,Gastrozooid developing,,NA,NA
4135406,Diphyes dispar,Gastrozooid developing,,NA,NA
4129415,Diphyes dispar,Gastrozooid developing,,NA,NA
4193052,Diphyes dispar,Gastrozooid developing,,NA,NA
4078427,Diphyes dispar,Gastrozooid developing,P83852|CBPD_LOPSP Carboxypeptidase D,NA,NA
4154810,Diphyes dispar,Gastrozooid developing,,NA,NA
4262418,Diphyes dispar,Gastrozooid developing,,NA,NA
4200678,Diphyes dispar,Gastrozooid developing,,NA,NA
4078006,Diphyes dispar,Gastrozooid developing,,NA,NA
4224006,Diphyes dispar,Gastrozooid developing,,NA,NA
4219651,Diphyes dispar,Gastrozooid developing,Q6A4L0|S22AD_MOUSE Solute carrier family 22 member 13,NA,NA
4258811,Diphyes dispar,Gastrozooid developing,,NA,NA
4201551,Diphyes dispar,Gastrozooid developing,Q13231|CHIT1_HUMAN Chitotriosidase-1,NA,NA
4204936,Diphyes dispar,Gastrozooid developing,,NA,NA
4126745,Diphyes dispar,Gastrozooid developing,Q8CIZ8|VWF_MOUSE von Willebrand factor,NA,NA
4115310,Diphyes dispar,Gastrozooid developing,A6QNK1|G3ST1_BOVIN Galactosylceramide sulfotransferase,GO:0050694;GO:0009247;GO:0005794;GO:0016021,NA
4221422,Diphyes dispar,Gastrozooid developing,,NA,NA
4197419,Diphyes dispar,Gastrozooid developing,,NA,NA
4100626,Diphyes dispar,Gastrozooid developing,Q6DD44|XPR1_XENLA Xenotropic and polytropic retrovirus receptor 1 homolog,GO:0000822;GO:0072502;GO:0005623;GO:0001618;GO:0031226;GO:0072501;GO:0030320;GO:0015114;GO:0016021;GO:0015562;GO:0055062;GO:0005794;GO:0035435;GO:0009615;GO:0004930;GO:0046718;GO:0016036;GO:0014004;GO:0001501;GO:0007186,e155f9d3a0f27a5af9cd5f043e8edfce
4240397,Diphyes dispar,Gastrozooid developing,,NA,NA
4277793,Diphyes dispar,Gastrozooid developing,Q91905|FXI1B_XENLA Forkhead box protein I1-B,NA,NA
4119773,Diphyes dispar,Gastrozooid developing,,NA,NA
4270857,Diphyes dispar,Gastrozooid developing,C0HK23|SML_SCONI L-rhamnose-binding lectin SML {ECO:0000303|PubMed:17184920},NA,NA
4122965,Diphyes dispar,Gastrozooid developing,O85304|PEPD_SALDU Probable dipeptidase,GO:0016805;GO:0006508;GO:0016021,bf1dcc442e139b67a3cb54cd1a4155f6
4101222,Diphyes dispar,Gastrozooid developing,Q4R0J7|ARD1_UROFA D-arabinitol dehydrogenase 1,GO:0008270;GO:0055114;GO:0016021;GO:0016491,NA
4285091,Diphyes dispar,Gastrozooid developing,O00339|MATN2_HUMAN Matrilin-2,NA,NA
4289482,Diphyes dispar,Gastrozooid developing,O60242|AGRB3_HUMAN Adhesion G protein-coupled receptor B3 {ECO:0000303|PubMed:25713288},NA,NA
4089542,Diphyes dispar,Gastrozooid developing,,NA,NA
4244171,Diphyes dispar,Gastrozooid developing,,NA,NA
4275392,Diphyes dispar,Gastrozooid developing,,NA,NA
4101617,Diphyes dispar,Gastrozooid developing,,NA,NA
4243254,Diphyes dispar,Gastrozooid developing,,NA,NA
4293515,Diphyes dispar,Gastrozooid developing,,NA,NA
4115008,Diphyes dispar,Gastrozooid developing,A6H584|CO6A5_MOUSE Collagen alpha-5(VI) chain,NA,NA
4172112,Diphyes dispar,Gastrozooid developing,"Q9MYM7|B3GT1_PONPY Beta-1,3-galactosyltransferase 1",GO:0006486;GO:0000139;GO:0016757;GO:0016021,NA
4272220,Diphyes dispar,Gastrozooid developing,,NA,NA
4150780,Diphyes dispar,Gastrozooid developing,,NA,NA
4183902,Diphyes dispar,Gastrozooid developing,,NA,NA
4251039,Diphyes dispar,Gastrozooid developing,,NA,NA
4294841,Diphyes dispar,Gastrozooid developing,P43141|ADB4C_MELGA Beta-4C adrenergic receptor,GO:0004930;GO:0007186;GO:0016021,NA
4188774,Diphyes dispar,Gastrozooid developing,,NA,NA
4257276,Diphyes dispar,Gastrozooid developing,,NA,NA
4128087,Diphyes dispar,Gastrozooid developing,P39921|TPM1_HYDVU Tropomyosin-1,GO:0033693;GO:0005883,NA
4235891,Diphyes dispar,Gastrozooid developing,Q15937|ZNF79_HUMAN Zinc finger protein 79,NA,NA
4140722,Diphyes dispar,Gastrozooid developing,,NA,NA
4272429,Diphyes dispar,Gastrozooid developing,,NA,NA
4182776,Diphyes dispar,Gastrozooid developing,,NA,NA
4095391,Diphyes dispar,Gastrozooid developing,,NA,NA
4083553,Diphyes dispar,Gastrozooid developing,Q6SZ65|OTP_LYTVA Homeobox protein orthopedia,NA,NA
4131902,Diphyes dispar,Gastrozooid developing,,NA,NA
4166111,Diphyes dispar,Gastrozooid developing,,NA,NA
4285143,Diphyes dispar,Gastrozooid developing,"Q8AXY6|MUSK_CHICK Muscle, skeletal receptor tyrosine protein kinase",NA,NA
4169227,Diphyes dispar,Gastrozooid developing,,NA,NA
4231302,Diphyes dispar,Gastrozooid developing,,NA,NA
4191243,Diphyes dispar,Gastrozooid developing,,NA,NA
4277645,Diphyes dispar,Gastrozooid developing,,NA,NA
4143151,Diphyes dispar,Gastrozooid developing,Q9HCF6|TRPM3_HUMAN Transient receptor potential cation channel subfamily M member 3,NA,NA
4256572,Diphyes dispar,Gastrozooid developing,,NA,NA
4076156,Diphyes dispar,Gastrozooid developing,,NA,NA
4204796,Diphyes dispar,Gastrozooid developing,Q3TZZ7|ESYT2_MOUSE Extended synaptotagmin-2,NA,NA
4129301,Diphyes dispar,Gastrozooid developing,Q8N9L1|ZIC4_HUMAN Zinc finger protein ZIC 4,GO:0003676;GO:0007417;GO:0005634;GO:0006357;GO:0000981;GO:0046872;GO:0009948;GO:0007368;GO:0061351;GO:0001841;GO:0050767;GO:0060322;GO:0042127;GO:0048513,NA
4236513,Diphyes dispar,Gastrozooid developing,,NA,NA
4169263,Diphyes dispar,Gastrozooid developing,,NA,NA
4110284,Diphyes dispar,Gastrozooid developing,,NA,NA
4172866,Diphyes dispar,Gastrozooid developing,P14735|IDE_HUMAN Insulin-degrading enzyme,GO:0004222;GO:0006508;GO:0019898;GO:0005739;GO:0071432;GO:0046872;GO:0019236;GO:0043171;GO:0044257,NA
4254338,Diphyes dispar,Gastrozooid developing,,NA,NA
4074791,Diphyes dispar,Gastrozooid developing,Q96BI1|S22AI_HUMAN Solute carrier family 22 member 18,GO:0016324;GO:0031625;GO:1990961;GO:0005635;GO:0022857;GO:0005737;GO:0016021,473c4538fc76686cb0816323875060e5
4179275,Diphyes dispar,Gastrozooid developing,,NA,NA
4149406,Diphyes dispar,Gastrozooid developing,,NA,NA
4135487,Diphyes dispar,Gastrozooid developing,Q8K5B3|MCFD2_RAT Multiple coagulation factor deficiency protein 2 homolog,NA,NA
4276039,Diphyes dispar,Gastrozooid developing,,NA,NA
4223831,Diphyes dispar,Gastrozooid developing,,NA,NA
4275750,Diphyes dispar,Gastrozooid developing,,NA,NA
4162707,Diphyes dispar,Gastrozooid developing,,NA,NA
4297556,Diphyes dispar,Gastrozooid developing,,NA,NA
4126911,Diphyes dispar,Gastrozooid developing,Q9Y4C0|NRX3A_HUMAN Neurexin-3,NA,NA
4146184,Diphyes dispar,Gastrozooid developing,,NA,NA
4168160,Diphyes dispar,Gastrozooid developing,Q96RW7|HMCN1_HUMAN Hemicentin-1,NA,b51b69ecf334136abc61902994278002
4231380,Diphyes dispar,Gastrozooid developing,,NA,NA
4124022,Diphyes dispar,Gastrozooid developing,Q25464|FP2_MYTGA Adhesive plaque matrix protein 2,NA,NA
4285553,Diphyes dispar,Gastrozooid developing,Q8N2E2|VWDE_HUMAN von Willebrand factor D and EGF domain-containing protein,NA,77be7341791609b366068cf5e7eb2826
4219588,Diphyes dispar,Gastrozooid developing,Q58A42|DD3_DICDI Protein DD3-3,NA,NA
4220841,Diphyes dispar,Gastrozooid developing,,NA,NA
4125750,Diphyes dispar,Gastrozooid developing,,NA,NA
4146308,Diphyes dispar,Gastrozooid developing,,NA,NA
4265498,Diphyes dispar,Gastrozooid developing,,NA,NA
4282893,Diphyes dispar,Gastrozooid developing,,NA,NA
4225641,Diphyes dispar,Gastrozooid developing,P18258|TBA1_PARLI Tubulin alpha-1 chain,GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0003924;GO:0005525;GO:0000278;GO:0007097;GO:0005737;GO:0045298;GO:0045143;GO:0034399;GO:0030705;GO:0000922;GO:0000819;GO:0006928,NA
4260471,Diphyes dispar,Gastrozooid developing,,NA,NA
4122344,Diphyes dispar,Gastrozooid developing,P19579|CAPA_BACAN Capsule biosynthesis protein CapA,NA,NA
4156275,Diphyes dispar,Gastrozooid developing,,NA,NA
4180626,Diphyes dispar,Gastrozooid developing,,NA,NA
4279932,Diphyes dispar,Gastrozooid developing,Q9H9S5|FKRP_HUMAN Fukutin-related protein,GO:0016021,57bdfa3677a4a240c394c243bbcf6cbd
4288905,Diphyes dispar,Gastrozooid developing,,NA,NA
4189324,Diphyes dispar,Gastrozooid developing,,NA,NA
4230896,Diphyes dispar,Gastrozooid developing,Q26636|CATL_SARPE Cathepsin L,GO:0008234;GO:0006508;GO:0005764;GO:0005615;GO:0004175;GO:0035091;GO:0044257;GO:0016021;GO:0006955,NA
4173930,Diphyes dispar,Gastrozooid developing,,NA,NA
4108551,Diphyes dispar,Gastrozooid developing,,NA,NA
4295311,Diphyes dispar,Gastrozooid developing,,NA,NA
4288199,Diphyes dispar,Gastrozooid developing,,NA,NA
4149547,Diphyes dispar,Gastrozooid developing,,NA,NA
4165642,Diphyes dispar,Gastrozooid developing,"Q9VNM1|NPFR_DROME Neuropeptide F receptor {ECO:0000303|PubMed:11897397, ECO:0000312|EMBL:AAF51909.3}",GO:0004930;GO:0007186;GO:0016021,NA
4159308,Diphyes dispar,Gastrozooid developing,,NA,NA
4107303,Diphyes dispar,Gastrozooid developing,,NA,NA
4164328,Diphyes dispar,Gastrozooid developing,,NA,NA
4175868,Diphyes dispar,Gastrozooid developing,,NA,NA
4117886,Diphyes dispar,Gastrozooid developing,,NA,NA
4274819,Diphyes dispar,Gastrozooid developing,,NA,NA
4129333,Diphyes dispar,Gastrozooid developing,,NA,NA
4236137,Diphyes dispar,Gastrozooid developing,,NA,NA
4112698,Diphyes dispar,Gastrozooid developing,,NA,NA
4143293,Diphyes dispar,Gastrozooid developing,,NA,NA
4140741,Diphyes dispar,Gastrozooid developing,,NA,NA
4227434,Diphyes dispar,Gastrozooid developing,,NA,NA
4193164,Diphyes dispar,Gastrozooid developing,,NA,NA
4293051,Diphyes dispar,Gastrozooid developing,,NA,NA
4164198,Diphyes dispar,Gastrozooid developing,,NA,NA
4256775,Diphyes dispar,Gastrozooid developing,,NA,NA
4075686,Diphyes dispar,Gastrozooid developing,,NA,NA
4274647,Diphyes dispar,Gastrozooid developing,,NA,NA
4096431,Diphyes dispar,Gastrozooid developing,,NA,NA
4224340,Diphyes dispar,Gastrozooid developing,,NA,NA
4254742,Diphyes dispar,Gastrozooid developing,,NA,NA
4284278,Diphyes dispar,Gastrozooid developing,,NA,NA
4263195,Diphyes dispar,Gastrozooid developing,"P08037|B4GT1_BOVIN Beta-1,4-galactosyltransferase 1",NA,NA
4144230,Diphyes dispar,Gastrozooid developing,,NA,NA
4167995,Diphyes dispar,Gastrozooid developing,,NA,NA
4221268,Diphyes dispar,Gastrozooid developing,,NA,NA
4232909,Diphyes dispar,Gastrozooid developing,Q9QX47|SON_MOUSE Protein SON,NA,NA
4175865,Diphyes dispar,Gastrozooid developing,Q6ZNG1|ZN600_HUMAN Zinc finger protein 600,NA,NA
4119781,Diphyes dispar,Gastrozooid developing,,NA,NA
4233756,Diphyes dispar,Gastrozooid developing,,NA,NA
4132409,Diphyes dispar,Gastrozooid developing,Q24799|MYPH_ECHGR Myophilin,GO:0051032;GO:0033227;GO:0016021;GO:0051015,NA
4280184,Diphyes dispar,Gastrozooid developing,,NA,NA
4267670,Diphyes dispar,Gastrozooid developing,Q91998|BRN3_CHICK Brain-specific homeobox/POU domain protein 3,GO:0007605;GO:0043565;GO:0005634;GO:0048839;GO:0003700;GO:0001012;GO:0070013;GO:0035326;GO:0005737;GO:0005667;GO:0006355;GO:0003690;GO:0000785;GO:0008134;GO:0021562;GO:0003723;GO:0016021;GO:0046872;GO:0051402;GO:0031290;GO:0060563;GO:0050885;GO:0048675;GO:0035315;GO:0042490;GO:0042471;GO:1903508;GO:0010628;GO:0007420;GO:0007638;GO:0048665;GO:0006397;GO:0007601,NA
4217335,Diphyes dispar,Gastrozooid developing,,NA,NA
4185058,Diphyes dispar,Gastrozooid developing,,NA,NA
4136083,Diphyes dispar,Gastrozooid developing,,NA,NA
4108928,Diphyes dispar,Gastrozooid developing,,NA,NA
4272810,Diphyes dispar,Gastrozooid developing,"Q8N0N3|BGBP_PENMO Beta-1,3-glucan-binding protein {ECO:0000312|EMBL:AAM21213.1}",GO:0004553;GO:0005975;GO:0016021;GO:0030246,761533f6a0f21f5141a7999fdc18a5fd
4143241,Diphyes dispar,Gastrozooid developing,,NA,NA
4141902,Diphyes dispar,Gastrozooid developing,,NA,NA
4156566,Diphyes dispar,Gastrozooid developing,,NA,NA
4167595,Diphyes dispar,Gastrozooid developing,,NA,NA
4202990,Diphyes dispar,Gastrozooid developing,,NA,NA
4081458,Diphyes dispar,Gastrozooid developing,Q9Z139|ROR1_MOUSE Inactive tyrosine-protein kinase transmembrane receptor ROR1 {ECO:0000250|UniProtKB:Q01973},NA,be16724f03b6e8161aaa6c739524e63b
4192613,Diphyes dispar,Gastrozooid developing,,NA,NA
4277651,Diphyes dispar,Gastrozooid developing,P31226|SAX_LITCT Saxiphilin,NA,NA
4194524,Diphyes dispar,Gastrozooid developing,,NA,NA
4286766,Diphyes dispar,Gastrozooid developing,"Q6L8S8|B4GN3_MOUSE Beta-1,4-N-acetylgalactosaminyltransferase 3",NA,NA
4083808,Diphyes dispar,Gastrozooid developing,,NA,NA
4215324,Diphyes dispar,Gastrozooid developing,,NA,NA
4151055,Diphyes dispar,Gastrozooid developing,,NA,NA
4233415,Diphyes dispar,Gastrozooid developing,D4B387|GGT1_ARTBC Gamma-glutamyltransferase ARB_02921 {ECO:0000305},NA,bbc1566e6848719382da07a664f1db23
4251873,Diphyes dispar,Gastrozooid developing,Q5G265|NETR_SAGLB Neurotrypsin,NA,2ceb08ea44f6a80b95b9cd0138b02bf0
4105748,Diphyes dispar,Gastrozooid developing,,NA,NA
4125867,Diphyes dispar,Gastrozooid developing,,NA,NA
4261390,Diphyes dispar,Gastrozooid developing,,NA,NA
4216456,Diphyes dispar,Gastrozooid developing,,NA,NA
4231790,Diphyes dispar,Gastrozooid developing,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0016459;GO:0051015;GO:0003774;GO:0032982;GO:0005524;GO:0030016;GO:0005516,NA
4137398,Diphyes dispar,Gastrozooid developing,,NA,NA
4245812,Diphyes dispar,Gastrozooid developing,,NA,NA
4219678,Diphyes dispar,Gastrozooid developing,,NA,NA
4195493,Diphyes dispar,Gastrozooid developing,,NA,NA
4212527,Diphyes dispar,Gastrozooid developing,"P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic",GO:0004372;GO:0019264;GO:0005829;GO:0005634;GO:0030170;GO:0035999;GO:0008168;GO:0070013;GO:0005739;GO:0070905;GO:0000900;GO:0019866;GO:0048027;GO:0042802;GO:0032991;GO:0016021;GO:0046983;GO:0050897;GO:0032259;GO:0008270;GO:1904481;GO:0006565;GO:0051289;GO:0071229;GO:0071417;GO:0071407;GO:0046655;GO:0017148;GO:1901701;GO:0009113;GO:1990830;GO:0006231;GO:0002082,NA
4136987,Diphyes dispar,Gastrozooid developing,,NA,NA
4288903,Diphyes dispar,Gastrozooid developing,,NA,NA
4263190,Diphyes dispar,Gastrozooid developing,,NA,NA
4104870,Diphyes dispar,Gastrozooid developing,,NA,NA
4248267,Diphyes dispar,Gastrozooid developing,Q75WF2|DNA2_ACAPL Plancitoxin-1,GO:0004531;GO:0006259;GO:0016021;GO:0030695;GO:0030262;GO:0034655;GO:0044265;GO:0090305;GO:0050790,NA
4157284,Diphyes dispar,Gastrozooid developing,,NA,NA
4255717,Diphyes dispar,Gastrozooid developing,,NA,NA
4207837,Diphyes dispar,Gastrozooid developing,,NA,NA
4124987,Diphyes dispar,Gastrozooid developing,P49283|MVL_DROME Protein Malvolio,GO:0060586;GO:0046873;GO:0070821;GO:0045342;GO:0032632;GO:0030670;GO:0070839;GO:0005770;GO:0002309;GO:0002606;GO:0005764;GO:0010008;GO:0032623;GO:0015491;GO:0006876;GO:0002369;GO:0042803;GO:0015299;GO:1902023;GO:0042832;GO:0002827;GO:0070574;GO:0045730;GO:0005623;GO:0015094;GO:0042116;GO:0046870;GO:0070826;GO:0048255;GO:0050766;GO:0005886;GO:0072509;GO:0032729;GO:1903561;GO:0007035;GO:0015295;GO:0055037;GO:0045177;GO:0005769;GO:0098852;GO:0071421;GO:0045178;GO:0005903;GO:0048002;GO:0034341;GO:0048471;GO:0050829;GO:0016021;GO:0015707;GO:0120025;GO:0005739;GO:0005634;GO:0009986;GO:0006909;GO:0032496;GO:0001818;GO:0006879;GO:0006954;GO:0032147;GO:0042060;GO:0006826;GO:0045944;GO:0044419;GO:0015692;GO:0006824;GO:0048821;GO:0048813;GO:0010039;GO:0051649;GO:0035434;GO:0007611;GO:0098657;GO:0006783;GO:1902600;GO:0001666;GO:0035444,cd89eb3c0ca98079ff20d681dd6fc965
4084786,Diphyes dispar,Gastrozooid developing,P42700|RO60_XENLA 60 kDa SS-A/Ro ribonucleoprotein,NA,NA
4079402,Diphyes dispar,Gastrozooid developing,,NA,NA
4171584,Diphyes dispar,Gastrozooid developing,P97739|ECE1_CAVPO Endothelin-converting enzyme 1,GO:0004222;GO:0006508;GO:0016021;GO:0005509,NA
4141433,Diphyes dispar,Gastrozooid developing,,NA,NA
4154238,Diphyes dispar,Gastrozooid developing,Q5T3U5|MRP7_HUMAN Multidrug resistance-associated protein 7,GO:0042626;GO:0055085;GO:0016021;GO:0016887;GO:0006468;GO:0005524;GO:0003779;GO:0004672,NA
4236333,Diphyes dispar,Gastrozooid developing,,NA,NA
4262157,Diphyes dispar,Gastrozooid developing,Q6TDP4|KLH17_HUMAN Kelch-like protein 17,GO:0031463;GO:0016358;GO:0003779;GO:0016567;GO:0043025;GO:0030425;GO:0007628;GO:0021680;GO:0005737,80360cde48d18fe4eaea72755d31381f
4135962,Diphyes dispar,Gastrozooid developing,,NA,NA
4112162,Diphyes dispar,Gastrozooid developing,,NA,NA
4242230,Diphyes dispar,Gastrozooid developing,Q82P90|IABF_STRAW Extracellular exo-alpha-(1->5)-L-arabinofuranosidase {ECO:0000305|PubMed:18665359},NA,NA
4147831,Diphyes dispar,Gastrozooid developing,,NA,NA
4085183,Diphyes dispar,Gastrozooid developing,,NA,NA
4201526,Diphyes dispar,Gastrozooid developing,,NA,NA
4228172,Diphyes dispar,Gastrozooid developing,Q9H0J4|QRIC2_HUMAN Glutamine-rich protein 2,NA,NA
4247038,Diphyes dispar,Gastrozooid developing,,NA,NA
4121352,Diphyes dispar,Gastrozooid developing,,NA,NA
4250730,Diphyes dispar,Gastrozooid developing,Q28008|CLC3A_BOVIN C-type lectin domain family 3 member A,NA,NA
4138698,Diphyes dispar,Gastrozooid developing,,NA,NA
4182329,Diphyes dispar,Gastrozooid developing,,NA,NA
4273853,Diphyes dispar,Gastrozooid developing,Q9TTF0|NR2E3_BOVIN Photoreceptor-specific nuclear receptor,GO:0003707;GO:0043401;GO:0042025;GO:0003677;GO:0005634;GO:0006355,NA
4274430,Diphyes dispar,Gastrozooid developing,,NA,NA
4157625,Diphyes dispar,Gastrozooid developing,Q7JQD3|GELS1_LUMTE Gelsolin-like protein 1,GO:0051015;GO:0051693;GO:0005856;GO:0005509;GO:0005737;GO:0005546;GO:0051014;GO:0045010,NA
4114739,Diphyes dispar,Gastrozooid developing,,NA,NA
4167858,Diphyes dispar,Gastrozooid developing,,NA,NA
4145207,Diphyes dispar,Gastrozooid developing,,NA,NA
4223177,Diphyes dispar,Gastrozooid developing,Q05000|MYS_PODCA Myosin heavy chain,GO:0016459;GO:0003774;GO:0006936;GO:0051015;GO:0061061;GO:0018991;GO:0031034;GO:0032982;GO:0005524;GO:0030016;GO:0009653;GO:0031032;GO:0031449;GO:0014728;GO:0097517;GO:0042641;GO:0033275;GO:0008307;GO:0030898;GO:0014883;GO:0032440;GO:0007512;GO:0014898;GO:0002026;GO:0048468;GO:0050881;GO:0003229;GO:0002027;GO:0060047;GO:0003231;GO:0070925;GO:0040011;GO:0046034;GO:0055114,24bc601e184b95f232f210552e6965db
4143149,Diphyes dispar,Gastrozooid developing,,NA,NA
4275578,Diphyes dispar,Gastrozooid developing,P12265|BGLR_MOUSE Beta-glucuronidase,GO:0004566;GO:0005764;GO:0005975;GO:0016139;GO:0019904;GO:0005102;GO:0030246;GO:0005615;GO:0016021;GO:0046395;GO:0046677,NA
4175535,Diphyes dispar,Gastrozooid developing,,NA,NA
4248694,Diphyes dispar,Gastrozooid developing,Q9UPS8|ANR26_HUMAN Ankyrin repeat domain-containing protein 26,NA,NA
4186895,Diphyes dispar,Gastrozooid developing,,NA,NA
4155216,Diphyes dispar,Gastrozooid developing,,NA,NA
4261844,Diphyes dispar,Gastrozooid developing,,NA,NA
4191550,Diphyes dispar,Gastrozooid developing,,NA,NA
4223416,Diphyes dispar,Gastrozooid developing,,NA,NA
4112443,Diphyes dispar,Gastrozooid developing,,NA,NA
4217558,Diphyes dispar,Gastrozooid developing,,NA,NA
4259015,Diphyes dispar,Gastrozooid developing,Q0V8G3|QPCTL_BOVIN Glutaminyl-peptide cyclotransferase-like protein,GO:0016603;GO:0017186;GO:0005576;GO:1904724;GO:0035580;GO:0101002;GO:0008270;GO:0043312;GO:0005794;GO:0005739;GO:0016021,36e8146ef6fb30765856efce98e28eda
4181711,Diphyes dispar,Gastrozooid developing,,NA,NA
4231157,Diphyes dispar,Gastrozooid developing,P0CP96|FKBP2_CRYNJ FK506-binding protein 2,NA,NA
4151716,Diphyes dispar,Gastrozooid developing,,NA,NA
4256219,Diphyes dispar,Gastrozooid developing,,NA,NA
4123889,Diphyes dispar,Gastrozooid developing,,NA,NA
4168769,Diphyes dispar,Gastrozooid developing,Q5R4M8|P5CS_PONAB Delta-1-pyrroline-5-carboxylate synthase,NA,NA
4203706,Diphyes dispar,Gastrozooid developing,,NA,NA
4140026,Diphyes dispar,Gastrozooid developing,,NA,NA
