Orthogroup,class,Common_blast,species,tissue,expression,Gene,gene_tree
OG0004885,SVG,Q9EQX4|AIF1L_MOUSE Allograft inflammatory factor 1-like,Nanomia bijuga,NecdevGasmat,1.119528031868002,928724,NA
OG0004930,SVG,"A3QJU3|COQ8B_DANRE Atypical kinase COQ8B, mitochondrial {ECO:0000305}",Nanomia bijuga,NecdevGasmat,1.1389516102344484,876232,16d677bbc9d35482577bca687ff20a7d
OG0004964,SVG,Q8IYE1|CCD13_HUMAN Coiled-coil domain-containing protein 13 {ECO:0000305},Nanomia bijuga,NecdevGasmat,1.215996134573892,834818,e6c1f4b1010cdd5568b5540a77a51b9c
OG0004998,SVG,Q5RH51|XYLK_DANRE Glycosaminoglycan xylosylkinase {ECO:0000250|UniProtKB:O75063},Nanomia bijuga,NecdevGasmat,0.8885036264138293,821770,8be4f8d319c07350ce1dbc57432703f6
OG0004866,SVG,Q91820|AURAA_XENLA Aurora kinase A-A,Nanomia bijuga,NecdevGasmat,1.1902558969257493,809988,NA
OG0004874,SVG,Q8JZQ9|EIF3B_MOUSE Eukaryotic translation initiation factor 3 subunit B {ECO:0000255|HAMAP-Rule:MF_03001},Nanomia bijuga,NecdevGasmat,1.1081156434055452,857301,5ec9fa8f62566820861a9d5b6de4aef9
OG0004920,SVG,Q9P2R6|RERE_HUMAN Arginine-glutamic acid dipeptide repeats protein,Nanomia bijuga,NecdevGasmat,1.10443577815223,921336,NA
OG0004923,SVG,Q8R5C8|ZMY11_MOUSE Zinc finger MYND domain-containing protein 11,Nanomia bijuga,NecdevGasmat,1.2085893345161478,906725,07d93e88d4ca6979c472c7ed77848642
OG0004952,SVG,Q9NVR2|INT10_HUMAN Integrator complex subunit 10,Nanomia bijuga,NecdevGasmat,1.120347527764449,918394,865a36143a85ef184f65c1dec808fd9f
OG0004955,SVG,"Q6AXQ5|PDE12_RAT 2',5'-phosphodiesterase 12",Nanomia bijuga,NecdevGasmat,1.2558315952163197,945143,NA
OG0005044,SVG,Q8WVS4|WDR60_HUMAN WD repeat-containing protein 60,Nanomia bijuga,NecdevGasmat,1.0489393697017169,816989,NA
OG0005015,SVG,Q5ZKQ6|DPOE2_CHICK DNA polymerase epsilon subunit 2,Nanomia bijuga,NecdevGasmat,1.159791321067854,832487,30d78a2ea7a7a29c5ef1bbf61547069a
OG0005046,SVG,Q9Z2N8|ACL6A_MOUSE Actin-like protein 6A,Nanomia bijuga,NecdevGasmat,1.1103377236893297,879643,bba51e026cdef08751e175583609a094
OG0005048,SVG,Q8TD16|BICD2_HUMAN Protein bicaudal D homolog 2,Nanomia bijuga,NecdevGasmat,0.9109258640453324,824442,cf4740bb989abf8df4fc61e17e73398c
OG0005082,SVG,Q6NUQ1|RINT1_HUMAN RAD50-interacting protein 1,Nanomia bijuga,NecdevGasmat,1.0824853384553965,888733,4b0a766c3fd54cc31e2d46cbbfd4a3df
OG0005111,SVG,Q6NTJ3|GWL_XENLA Serine/threonine-protein kinase greatwall,Nanomia bijuga,NecdevGasmat,1.2783511264335836,952522,30fd462bf6f4b0ba7fb94ad8d7a76c13
OG0004543,SVG,Q8N3Y7|RDHE2_HUMAN Epidermal retinol dehydrogenase 2,Nanomia bijuga,NecdevGasmat,1.2490868500544654,970920,26382438a5c7aaad062df323dae9e89f
OG0005087,SVG,Q5ZHN3|WIPI2_CHICK WD repeat domain phosphoinositide-interacting protein 2,Nanomia bijuga,NecdevGasmat,1.1140998289675321,868463,NA
OG0005108,SVG,Q95LR0|MAAT1_MACFA Protein MAATS1,Nanomia bijuga,NecdevGasmat,1.095365740274354,839548,NA
OG0005113,SVG,Q7ZW86|CWC27_DANRE Peptidyl-prolyl cis-trans isomerase CWC27 homolog,Nanomia bijuga,NecdevGasmat,1.2715885294109759,813466,77287ac6cf1701192103deff94033193
OG0005133,SVG,O49923|ADK_PHYPA Adenosine kinase,Nanomia bijuga,NecdevGasmat,1.0311260024382596,842240,ba1e6ef0dc7258e8631b68db939e72d3
OG0005168,SVG,Q9BTV4|TMM43_HUMAN Transmembrane protein 43,Nanomia bijuga,NecdevGasmat,0.7796527630480394,876072,607fcae1e9e3d59293030908dee79dd7
OG0005189,SVG,Q96PV6|LENG8_HUMAN Leukocyte receptor cluster member 8,Nanomia bijuga,NecdevGasmat,1.0551269530167366,866477,51e08aa496f10022dcd0c5f0dd8b5dfc
OG0005190,SVG,Q68EF0|RAB3I_MOUSE Rab-3A-interacting protein,Nanomia bijuga,NecdevGasmat,1.0226621125276947,905065,dfc63d75509bbfa913aa2b2e81d2f563
OG0005255,SVG,Q3MII6|TBC25_HUMAN TBC1 domain family member 25,Nanomia bijuga,NecdevGasmat,0.789605514175739,883360,8974e2096d87bdb5dff36e7041513b55
OG0005378,SVG,Q5R7K0|HSDL1_PONAB Inactive hydroxysteroid dehydrogenase-like protein 1,Nanomia bijuga,NecdevGasmat,1.011155239934062,821021,7e002ce64ea70cf2179fdaf2869c7c35
OG0004839,SVG,Q8C092|TAF5_MOUSE Transcription initiation factor TFIID subunit 5,Nanomia bijuga,NecdevGasmat,1.0507490123989522,911406,81df19040364ad66689d4066c2569265
OG0005144,SVG,Q9HCN4|GPN1_HUMAN GPN-loop GTPase 1 {ECO:0000303|PubMed:20855544},Nanomia bijuga,NecdevGasmat,1.1337090064140243,782411,487dde8e1cd8ed16e949a32e780c411b
OG0005167,SVG,Q8D3M4|PHNW_VIBVU 2-aminoethylphosphonate--pyruvate transaminase {ECO:0000255|HAMAP-Rule:MF_01376},Nanomia bijuga,NecdevGasmat,1.0928825305402166,791663,NA
OG0005184,SVG,Q4R3J0|RTCA_MACFA RNA 3'-terminal phosphate cyclase,Nanomia bijuga,NecdevGasmat,1.4432766748254129,820113,NA
OG0005192,SVG,Q92504|S39A7_HUMAN Zinc transporter SLC39A7,Nanomia bijuga,NecdevGasmat,0.9896834199132262,861232,7b78488947f6274abba7159e7512c7dd
OG0005193,SVG,Q96S94|CCNL2_HUMAN Cyclin-L2,Nanomia bijuga,NecdevGasmat,1.1749039107573034,969915,1a9695b186bc197aaadc28b8ba4b2d57
OG0005204,SVG,Q9D554|SF3A3_MOUSE Splicing factor 3A subunit 3,Nanomia bijuga,NecdevGasmat,1.114975469899825,829356,d1495bc3bf3a1451e662c24bc25d1c94
OG0005252,SVG,Q9P2Y5|UVRAG_HUMAN UV radiation resistance-associated gene protein,Nanomia bijuga,NecdevGasmat,1.2462496318160907,943322,742e395b5222ba31717ee1a935f15836
OG0005253,SVG,Q92643|GPI8_HUMAN GPI-anchor transamidase,Nanomia bijuga,NecdevGasmat,1.1281775828050347,884318,NA
OG0005319,SVG,Q8N9H8|MUT7_HUMAN Exonuclease mut-7 homolog,Nanomia bijuga,NecdevGasmat,1.4233780127795665,855959,5dbb62d4da50af09dafedeb7dcdb44c8
OG0005444,SVG,Q96IK5|GMCL1_HUMAN Germ cell-less protein-like 1,Nanomia bijuga,NecdevGasmat,1.223801029098314,780089,NA
OG0005456,SVG,Q9JI38|PUS3_MOUSE tRNA pseudouridine(38/39) synthase,Nanomia bijuga,NecdevGasmat,1.0640708285948306,937535,9ddb6ff630407698886ce0c7996847b4
OG0003879,SVG,Q99P99|HDAC4_RAT Histone deacetylase 4,Nanomia bijuga,NecdevGasmat,0.9146847256608363,794483,02486940fb05bcb4f4be0da834cb6625
OG0005207,SVG,Q99797|MIPEP_HUMAN Mitochondrial intermediate peptidase,Nanomia bijuga,NecdevGasmat,1.2674387658495174,957930,NA
OG0005259,SVG,"Q5RC31|ETFA_PONAB Electron transfer flavoprotein subunit alpha, mitochondrial",Nanomia bijuga,NecdevGasmat,1.0222173009599949,970325,3c5e9c1de5ca557f2062cac3b3731af8
OG0005273,SVG,Q9VCA9|SPCS3_DROME Signal peptidase complex subunit 3,Nanomia bijuga,NecdevGasmat,1.0283381287492548,907407,NA
OG0005278,SVG,Q28CM8|ARFG2_XENTR ADP-ribosylation factor GTPase-activating protein 2,Nanomia bijuga,NecdevGasmat,1.063433735646063,831684,0c73097fbeaca5359d22ecdad1bb72f8
OG0005280,SVG,Q5R4Q3|SEC62_PONAB Translocation protein SEC62,Nanomia bijuga,NecdevGasmat,1.028522927190397,934881,NA
OG0005308,SVG,A7S8T5|CCD42_NEMVE Coiled-coil domain-containing protein 42 homolog {ECO:0000305},Nanomia bijuga,NecdevGasmat,0.7610628977253918,880687,4f9d9d7aa1bb247a428ef465ff2c95ee
OG0005374,SVG,Q6PB03|PLD3_XENLA Phospholipase D3,Nanomia bijuga,NecdevGasmat,0.9996481580412536,781308,NA
OG0005390,SVG,Q91857|TAF6_XENLA Transcription initiation factor TFIID subunit 6,Nanomia bijuga,NecdevGasmat,1.1102024107082606,850990,476326a35d41e055a2c51fe4d069c0e1
OG0005420,SVG,Q9QXE7|TBL1X_MOUSE F-box-like/WD repeat-containing protein TBL1X,Nanomia bijuga,NecdevGasmat,1.293389442373507,949897,a6bd4f3b83510c4a0ca0e36d26abac79
OG0005424,SVG,Q6DE73|OGFD1_XENLA Prolyl 3-hydroxylase OGFOD1,Nanomia bijuga,NecdevGasmat,1.1805765579751206,943435,4c03c8ad483ebb52923c23f16453af7c
OG0005529,SVG,Q5XGG5|CCNF_XENTR Cyclin-F,Nanomia bijuga,NecdevGasmat,1.2842215570727298,943301,3f5c3c4f7f19e257b69593108999dcd8
OG0005583,SVG,Q5M7Q1|FLCN_XENTR Folliculin,Nanomia bijuga,NecdevGasmat,1.1713055508528865,815815,6f8e4b93b7bd454753f04eaae9c58758
OG0005597,SVG,Q9EPS3|GLCE_MOUSE D-glucuronyl C5-epimerase,Nanomia bijuga,NecdevGasmat,0.5252733553607435,973815,c2827b2c7c6477c35e7fb694bc1fa9a9
OG0006071,SVG,Q63665|USF2_RAT Upstream stimulatory factor 2,Nanomia bijuga,NecdevGasmat,1.1619997234082,920393,NA
OG0006367,SVG,Q99J47|DRS7B_MOUSE Dehydrogenase/reductase SDR family member 7B,Nanomia bijuga,NecdevGasmat,1.1573073476948648,976020,NA
OG0005109,SVG,Q99J62|RFC4_MOUSE Replication factor C subunit 4,Nanomia bijuga,NecdevGasmat,1.2243324046605348,878469,05ba56b66b2d8380cd37fecd2582b5be
OG0005233,SVG,Q2TBP4|POC1A_BOVIN POC1 centriolar protein homolog A,Nanomia bijuga,NecdevGasmat,1.0296178564286722,968291,a49fd91690873629beb60bd1d44cb24b
OG0005272,SVG,Q9VT57|CDK8_DROME Cyclin-dependent kinase 8,Nanomia bijuga,NecdevGasmat,1.1024101147119592,813722,NA
OG0005356,SVG,Q8VEG6|CNO6L_MOUSE CCR4-NOT transcription complex subunit 6-like,Nanomia bijuga,NecdevGasmat,1.1322447466853873,803119,3d14e0eab1a0bb4939f15ff2942b5142
OG0005360,SVG,Q6PD83|BZW1A_DANRE Basic leucine zipper and W2 domain-containing protein 1-A,Nanomia bijuga,NecdevGasmat,1.0852292354734399,885481,NA
OG0005367,SVG,Q9BXR0|TGT_HUMAN Queuine tRNA-ribosyltransferase catalytic subunit 1 {ECO:0000255|HAMAP-Rule:MF_03218},Nanomia bijuga,NecdevGasmat,1.2862595246381374,978542,NA
OG0005379,SVG,Q9NWZ5|UCKL1_HUMAN Uridine-cytidine kinase-like 1,Nanomia bijuga,NecdevGasmat,1.2665402876134186,866007,badac2fa012c1fa69546f8c98ef73be9
OG0005385,SVG,Q9NPF5|DMAP1_HUMAN DNA methyltransferase 1-associated protein 1,Nanomia bijuga,NecdevGasmat,1.1182444171333805,796147,22afc2b8fbc20ea9326380318f1378cf
OG0005397,SVG,Q9D439|CFA53_MOUSE Cilia- and flagella-associated protein 53 {ECO:0000312|MGI:MGI:1921703},Nanomia bijuga,NecdevGasmat,1.0438543746490092,920691,dbc0f39d93358d3184682221bf9f7281
OG0005406,SVG,"Q9UKM7|MA1B1_HUMAN Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Nanomia bijuga,NecdevGasmat,1.1020302788139376,945719,1399186dd85309c8fce5de9d44ba4ced
OG0005431,SVG,Q9NUP7|TRM13_HUMAN tRNA:m(4)X modification enzyme TRM13 homolog,Nanomia bijuga,NecdevGasmat,1.1634032226166362,939744,58db114d66b3fcc2ffadf80867a65c1f
OG0005458,SVG,Q63486|RRAGA_RAT Ras-related GTP-binding protein A {ECO:0000305},Nanomia bijuga,NecdevGasmat,1.1197517964305095,806600,NA
OG0005530,SVG,Q8N0Z6|TTC5_HUMAN Tetratricopeptide repeat protein 5,Nanomia bijuga,NecdevGasmat,1.149177431300158,841903,90cc264be539815ce357b09b611a4729
OG0005544,SVG,Q17BU3|KIF1A_AEDAE Kinesin-like protein unc-104,Nanomia bijuga,NecdevGasmat,1.0007959274388476,938343,a15cfd7cf2348d03c61718b0ea613252
OG0005546,SVG,Q9JHW0|PSB7_RAT Proteasome subunit beta type-7,Nanomia bijuga,NecdevGasmat,1.0923176556345011,900313,NA
OG0005556,SVG,Q9H920|RN121_HUMAN RING finger protein 121,Nanomia bijuga,NecdevGasmat,1.1752265540945432,945510,8ca3b9edfba220a06ced5246b1766745
OG0005575,SVG,Q08C93|ABD12_DANRE Monoacylglycerol lipase ABHD12 {ECO:0000305},Nanomia bijuga,NecdevGasmat,1.1591524156983324,848798,47374fafe643a63cad03c868051278d0
OG0005599,SVG,Q9NZ01|TECR_HUMAN Very-long-chain enoyl-CoA reductase {ECO:0000305},Nanomia bijuga,NecdevGasmat,1.0722605690409701,969357,3f0dd7339cc43d41e2eb5d7971ed68da
OG0005701,SVG,Q8R368|DYXC1_MOUSE Dyslexia susceptibility 1 candidate gene 1 protein homolog,Nanomia bijuga,NecdevGasmat,1.220369562275556,891455,b5dc4896b07489f44d13673289d9acd4
OG0004356,SVG,Q640B4|MUS81_XENTR Crossover junction endonuclease MUS81,Nanomia bijuga,NecdevGasmat,1.2123665544427324,941257,2f4fd48ab64a2843f3726c9764ac833b
OG0004991,SVG,Q4V920|PACN1_DANRE Protein kinase C and casein kinase substrate in neurons protein 1,Nanomia bijuga,NecdevGasmat,1.0392892746299498,791064,e39a75235d8b0c32d449236a25e78566
OG0005396,SVG,Q9H9A5|CNO10_HUMAN CCR4-NOT transcription complex subunit 10,Nanomia bijuga,NecdevGasmat,1.2243347276250713,946034,eaa0db65c4a29b40784e106b661cd3c1
OG0005513,SVG,Q9H095|IQCG_HUMAN IQ domain-containing protein G,Nanomia bijuga,NecdevGasmat,0.9810862337304619,858428,NA
OG0005525,SVG,Q6TUD4|YIPF3_RAT Protein YIPF3,Nanomia bijuga,NecdevGasmat,1.0817382037653924,929816,23f8d47376c5538fe9f4bcc4460b2b53
OG0005572,SVG,Q99L90|MCRS1_MOUSE Microspherule protein 1,Nanomia bijuga,NecdevGasmat,1.1727559469930833,889072,NA
OG0005612,SVG,Q9D5L7|SPSB1_MOUSE SPRY domain-containing SOCS box protein 1,Nanomia bijuga,NecdevGasmat,0.7930113193351451,911181,NA
OG0005649,SVG,"Q8JIF5|ERAL1_CHICK GTPase Era, mitochondrial",Nanomia bijuga,NecdevGasmat,1.219061492760257,917542,NA
OG0005661,SVG,Q92794|KAT6A_HUMAN Histone acetyltransferase KAT6A,Nanomia bijuga,NecdevGasmat,1.0465713218263557,886362,c8b3f476eb7a22a0f870cd72956f3c0e
OG0005682,SVG,Q8N5T2|TBC19_HUMAN TBC1 domain family member 19,Nanomia bijuga,NecdevGasmat,1.156476981142171,848444,7c9eba871e3143954dc02e9412ab42af
OG0005688,SVG,Q923D5|WBP11_MOUSE WW domain-binding protein 11,Nanomia bijuga,NecdevGasmat,1.0895024147454948,976947,73ceb74b0883d07793a00017b9f15494
OG0005778,SVG,Q8C2L6|T161B_MOUSE Transmembrane protein 161B,Nanomia bijuga,NecdevGasmat,1.3385578287633735,835924,49ac29faf86ddf9ea44a677a32582827
OG0005855,SVG,Q32LM2|SGTA_BOVIN Small glutamine-rich tetratricopeptide repeat-containing protein alpha,Nanomia bijuga,NecdevGasmat,1.128466115504744,979162,NA
OG0004032,SVG,Q6DCV0|WIPI4_XENLA WD repeat domain phosphoinositide-interacting protein 4,Nanomia bijuga,NecdevGasmat,1.0111162604154589,940922,NA
OG0005508,SVG,Q5DU02|UBP22_MOUSE Ubiquitin carboxyl-terminal hydrolase 22,Nanomia bijuga,NecdevGasmat,1.0856441344333658,900777,2f58155c59b32379166290a90e07a157
OG0005639,SVG,Q8N2K1|UB2J2_HUMAN Ubiquitin-conjugating enzyme E2 J2,Nanomia bijuga,NecdevGasmat,1.1316146562576075,965865,NA
OG0005640,SVG,Q9Y315|DEOC_HUMAN Deoxyribose-phosphate aldolase,Nanomia bijuga,NecdevGasmat,1.1102050029644235,788165,NA
OG0005642,SVG,Q6IP18|RFA2A_XENLA Replication protein A 32 kDa subunit-A,Nanomia bijuga,NecdevGasmat,1.123147227862113,836984,68aa5cbe91f002794c289be98d191891
OG0005652,SVG,Q5RID7|SNX17_DANRE Sorting nexin-17,Nanomia bijuga,NecdevGasmat,1.298321377692254,949891,84e18239e07bf51b70cfd7ca6be70530
OG0005657,SVG,Q9CS74|ECD_MOUSE Protein ecdysoneless homolog {ECO:0000250|UniProtKB:Q9W032},Nanomia bijuga,NecdevGasmat,1.255580915196758,943831,c707acb6ee8e57f98bce3e1370269113
OG0005660,SVG,"Q96Q11|TRNT1_HUMAN CCA tRNA nucleotidyltransferase 1, mitochondrial",Nanomia bijuga,NecdevGasmat,1.0871863391300913,941436,NA
OG0005663,SVG,Q62902|LMAN1_RAT Protein ERGIC-53,Nanomia bijuga,NecdevGasmat,0.8672745936682577,977839,5e12e29ef1c5f51d2a32c33a42134072
OG0005664,SVG,Q8BRG8|TM209_MOUSE Transmembrane protein 209,Nanomia bijuga,NecdevGasmat,1.1881178116135114,785924,70b017aed9cc2991b775805bc77f2bba
OG0005671,SVG,Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Nanomia bijuga,NecdevGasmat,1.0882844202294717,910025,be6e5041780ecb8dccd2fd92993d8b9e
OG0005678,SVG,Q8C1A5|THOP1_MOUSE Thimet oligopeptidase,Nanomia bijuga,NecdevGasmat,1.1587607984663522,962821,7eb102187eb66bfb8962fb994a0b011b
OG0005731,SVG,Q66II8|RU17_XENTR U1 small nuclear ribonucleoprotein 70 kDa,Nanomia bijuga,NecdevGasmat,1.108508054622433,900299,NA
OG0005746,SVG,Q7T292|MFRN2_DANRE Mitoferrin-2,Nanomia bijuga,NecdevGasmat,1.1497199280505508,857668,f1b6cf90f6816b70a7555555630f3f8d
OG0005755,SVG,Q6IRP4|ABHDD_XENLA Protein ABHD13 {ECO:0000305},Nanomia bijuga,NecdevGasmat,1.1266365427041518,801175,NA
OG0005757,SVG,Q29RP8|KMT5B_BOVIN Histone-lysine N-methyltransferase KMT5B {ECO:0000305},Nanomia bijuga,NecdevGasmat,1.1640662501300392,947052,bb4c2ef27735333423d466acb9bbe88b
OG0005765,SVG,Q2TBG8|UCHL3_BOVIN Ubiquitin carboxyl-terminal hydrolase isozyme L3,Nanomia bijuga,NecdevGasmat,1.074764823901924,832019,NA
OG0005807,SVG,Q9MAQ3|UBP11_ARATH Putative ubiquitin carboxyl-terminal hydrolase 11,Nanomia bijuga,NecdevGasmat,0.9815977000625395,812262,799054da6eea3ec03c2150d5962a6743
OG0005808,SVG,Q9BX40|LS14B_HUMAN Protein LSM14 homolog B,Nanomia bijuga,NecdevGasmat,1.1102292576718158,959578,3d5654667db137e42c757a0a73fd153f
OG0005811,SVG,Q9BUI4|RPC3_HUMAN DNA-directed RNA polymerase III subunit RPC3,Nanomia bijuga,NecdevGasmat,1.15428974114309,811549,6d65a71c1159d0ee182d414c71a58dc0
OG0005813,SVG,Q9NVC6|MED17_HUMAN Mediator of RNA polymerase II transcription subunit 17,Nanomia bijuga,NecdevGasmat,1.148949401372092,886293,e1d9aec6f3b1b14b1b6895742fcdf8e8
OG0005819,SVG,Q68FF0|K1841_MOUSE Uncharacterized protein KIAA1841,Nanomia bijuga,NecdevGasmat,0.919900091184356,903001,7464d377b0223fc6a6f5d3d89107983f
OG0005845,SVG,Q6RFH5|WDR74_HUMAN WD repeat-containing protein 74,Nanomia bijuga,NecdevGasmat,1.0304597636723545,875456,33c3350b6f5ef11486b1182d70504b4a
OG0005854,SVG,Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit,Nanomia bijuga,NecdevGasmat,1.0934835630357476,852443,NA
OG0005858,SVG,Q5U5Q3|MEX3C_HUMAN RNA-binding E3 ubiquitin-protein ligase MEX3C,Nanomia bijuga,NecdevGasmat,1.0461610536099124,860375,1aa0bb89b0ee16809d4fde0cdc5fda0e
OG0005880,SVG,Q9QZN3|FBX8_MOUSE F-box only protein 8,Nanomia bijuga,NecdevGasmat,1.1149380730455034,865654,1d44aa75ebe6ac2dd13682d3b9a48d63
OG0005922,SVG,Q28CZ7|ISPD_XENTR Isoprenoid synthase domain-containing protein,Nanomia bijuga,NecdevGasmat,1.1426605128305387,862337,aa62032f041d752a0e5bd25d4d2d7c96
OG0005943,SVG,P49642|PRI1_HUMAN DNA primase small subunit,Nanomia bijuga,NecdevGasmat,1.175632678492436,844687,79812ee02493c3db910c8a9201e18de0
OG0005965,SVG,Q6GR37|MET16_XENLA Methyltransferase-like protein 16,Nanomia bijuga,NecdevGasmat,1.1503644570423022,860940,NA
OG0005996,SVG,Q803V5|LST8_DANRE Target of rapamycin complex subunit lst8,Nanomia bijuga,NecdevGasmat,1.1193660599746715,882239,NA
OG0006006,SVG,Q4R5T4|RNF32_MACFA RING finger protein 32,Nanomia bijuga,NecdevGasmat,0.9769641905277804,827437,NA
OG0006200,SVG,Q9NRH2|SNRK_HUMAN SNF-related serine/threonine-protein kinase,Nanomia bijuga,NecdevGasmat,1.266429557316103,972733,b637b21bcbcc66a32965e06962a652aa
OG0006296,SVG,Q7ZXV8|ZN207_XENLA BUB3-interacting and GLEBS motif-containing protein ZNF207 {ECO:0000250|UniProtKB:O43670},Nanomia bijuga,NecdevGasmat,1.1329835247569662,980152,NA
OG0005631,SVG,Q9VTF9|UFD1_DROME Ubiquitin fusion degradation protein 1 homolog,Nanomia bijuga,NecdevGasmat,1.045256027480155,951325,dab6996c5779c31f92a5bd0dc771b2d2
OG0005676,SVG,Q9D0N7|CAF1B_MOUSE Chromatin assembly factor 1 subunit B,Nanomia bijuga,NecdevGasmat,1.1454767311675198,801575,d93059d1fbf535414de9a9439a3e86c4
OG0005704,SVG,Q6AXT8|SF3A2_RAT Splicing factor 3A subunit 2,Nanomia bijuga,NecdevGasmat,1.1307047812032527,844990,bed688400d4847bb7e1e09db937b33be
OG0005737,SVG,Q7ZTZ2|RLP24_DANRE Probable ribosome biogenesis protein RLP24,Nanomia bijuga,NecdevGasmat,1.114377338725823,978477,NA
OG0005744,SVG,P97368|MEIS3_MOUSE Homeobox protein Meis3,Nanomia bijuga,NecdevGasmat,1.2332920246410155,892374,NA
OG0005767,SVG,Q5XJS5|THOC6_DANRE THO complex subunit 6 homolog,Nanomia bijuga,NecdevGasmat,1.1239814860797261,976014,b45f5355fce6aff87b55af17f49f38e5
OG0005800,SVG,Q9CQJ4|RING2_MOUSE E3 ubiquitin-protein ligase RING2,Nanomia bijuga,NecdevGasmat,1.0443057919417762,833420,NA
OG0005823,SVG,X1WER2|UBA5_DANRE Ubiquitin-like modifier-activating enzyme 5,Nanomia bijuga,NecdevGasmat,0.9968335449274437,845004,NA
OG0005834,SVG,Q8VDY4|EFCB7_MOUSE EF-hand calcium-binding domain-containing protein 7,Nanomia bijuga,NecdevGasmat,1.0350472838706557,879798,45e3248515e5104ebc90d562f50ea79f
OG0005840,SVG,Q91W96|APC4_MOUSE Anaphase-promoting complex subunit 4,Nanomia bijuga,NecdevGasmat,1.2005118428964439,800442,cdfae0e0606d9c13477b4ca1e9347b74
OG0005856,SVG,Q9QYW3|PHOCN_RAT MOB-like protein phocein,Nanomia bijuga,NecdevGasmat,1.0990459599987255,964489,NA
OG0005868,SVG,Q5RDD2|PR38A_PONAB Pre-mRNA-splicing factor 38A,Nanomia bijuga,NecdevGasmat,1.0761893147504382,918711,NA
OG0005888,SVG,Q7ZVJ6|QTRT2_DANRE Queuine tRNA-ribosyltransferase accessory subunit 2 {ECO:0000255|HAMAP-Rule:MF_03043},Nanomia bijuga,NecdevGasmat,1.1852383511878863,912116,690777bfb63d86dd8aae0a7d71b18d44
OG0005947,SVG,Q05B18|SHQ1_XENTR Protein SHQ1 homolog,Nanomia bijuga,NecdevGasmat,1.2561119815302004,859054,NA
OG0005964,SVG,Q9QXP4|DONS_MOUSE Protein downstream neighbor of Son,Nanomia bijuga,NecdevGasmat,1.2375468929741986,844369,c5a1c666bf9deb5d664caa7282343fa4
OG0005971,SVG,A1L1C7|PAN3_XENTR PAB-dependent poly(A)-specific ribonuclease subunit PAN3 {ECO:0000255|HAMAP-Rule:MF_03181},Nanomia bijuga,NecdevGasmat,1.1388746786315647,898364,4a19855c62fa2626a789fe900ce63f85
OG0005982,SVG,Q9CZ28|SNF8_MOUSE Vacuolar-sorting protein SNF8,Nanomia bijuga,NecdevGasmat,0.9898561511937577,890717,NA
OG0005987,SVG,P51868|CASQ2_RAT Calsequestrin-2,Nanomia bijuga,NecdevGasmat,1.1431420614246217,961308,NA
OG0005995,SVG,Q9I8J6|EBP2_XENLA Probable rRNA-processing protein EBP2,Nanomia bijuga,NecdevGasmat,1.1559638059046686,947722,NA
OG0006012,SVG,Q922H9|ZN330_MOUSE Zinc finger protein 330,Nanomia bijuga,NecdevGasmat,1.128283015442602,916628,NA
OG0006063,SVG,Q96P11|NSUN5_HUMAN Probable 28S rRNA (cytosine-C(5))-methyltransferase,Nanomia bijuga,NecdevGasmat,1.167630791740425,979624,b1219db784a2d5e1e205e28931b948b4
OG0006114,SVG,Q8IY50|S35F3_HUMAN Putative thiamine transporter SLC35F3 {ECO:0000305},Nanomia bijuga,NecdevGasmat,1.153505521229612,881208,41d6aca0109806f61d62e29ce74cfcf9
OG0006121,SVG,O60921|HUS1_HUMAN Checkpoint protein HUS1,Nanomia bijuga,NecdevGasmat,1.1596249794592535,934824,NA
OG0006122,SVG,Q5W1J5|FOXP1_XENLA Forkhead box protein P1,Nanomia bijuga,NecdevGasmat,0.9930129608404766,969913,NA
OG0006152,SVG,Q9JJ78|TOPK_MOUSE Lymphokine-activated killer T-cell-originated protein kinase,Nanomia bijuga,NecdevGasmat,1.2558342061187864,960137,eeda207c1bbc1c08d0a00270e299ba0f
OG0006155,SVG,Q92117|TBP_PROFL TATA-box-binding protein,Nanomia bijuga,NecdevGasmat,1.0298270411539638,951987,NA
OG0006602,SVG,Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Nanomia bijuga,NecdevGasmat,1.1807532475411258,966067,4d298b9ca0137e1a33258bec76ca9154
OG0003849,SVG,Q6DHU1|CLP1L_DANRE Cleft lip and palate transmembrane protein 1-like protein,Nanomia bijuga,NecdevGasmat,1.2020990836826464,866897,9944f3ff9e8eb289dc4c97ffd6f13ae0
OG0005867,SVG,Q96DH6|MSI2H_HUMAN RNA-binding protein Musashi homolog 2,Nanomia bijuga,NecdevGasmat,1.1306279397885888,887515,25a0032afe798b90a1769825d48fe36f
OG0005983,SVG,Q76I79|SSH1_MOUSE Protein phosphatase Slingshot homolog 1,Nanomia bijuga,NecdevGasmat,1.1576716821469268,982131,NA
OG0005609,SVG,P23919|KTHY_HUMAN Thymidylate kinase,Nanomia bijuga,NecdevGasmat,0.9678015037575711,829484,777709df77bbe2fb3bcf88876db37798
